"Gene","Acute Veh","Acute 100uM","Acute 200uM","Recvr Veh","Recvr 100uM","Recvr 200uM"
"DYNC1H1",-0.923,0.196,-0.229,0.034,0.197,0.151
"DYNC1I1",1.15,-0.939,-0.88,0.303,0.0849,0.823
"DYNC1LI1",0.0472,-0.0014,-0.618,0.108,0.166,0.502
"DYNC2H1",-3.59,-0.182,0.103,0.753,0.784,0.526
"DYNC2I1",-0.235,-0.939,-0.335,0.422,0.328,0.519
"DYNC2I2",-2.86,-0.708,0.965,0.543,0.554,0.511
"DYNLRB1",0.733,-0.261,-0.394,0.223,0.169,0.551
"DZIP3",-2.12,0.102,2.23,0.166,0.0612,0.0966
"E2F3",0.805,-0.124,0.173,-0.308,-0.537,-0.122
"E2F6",0.523,-0.543,0.165,0.218,-0.0416,0.107
"EAF1",1.18,-0.114,0.295,0.0486,-0.215,0.145
"EAPP",1.21,0.28,0.245,-0.353,-0.297,-0.23
"EBAG9",0.548,-0.751,-0.119,0.128,-0.176,0.501
"EBNA1BP2",1.41,-0.331,0.715,-0.499,-0.45,-0.557
"ECH1",1.97,-0.363,1.18,-0.226,-0.302,-0.73
"ECHS1",-0.621,0.0224,0.604,0.0854,-0.041,-0.224
"ECI1",1.75,-0.134,0.698,-0.00526,0.0747,-0.453
"EDA2R",1.74,0.893,1.19,-0.338,-0.326,-1.66
"EDARADD",1.14,-0.531,-0.218,0.476,0.0681,-0.0293
"EDEM3",-0.878,0.00339,0.198,0.147,0.0727,0.152
"EDF1",1.4,-0.856,-0.627,0.187,0.208,0.616
"EEA1",1.82,-0.997,-0.511,0.51,0.152,0.396
"EEF1B2",1.01,-0.0456,0.124,-0.106,0.164,0.232
"EEF1D",1.49,0.792,0.52,-0.557,-0.435,-0.338
"EEF2K",3.03,-0.404,1.22,-0.467,-0.474,-0.421
"EEPD1",-1.71,-0.0669,1.92,0.0071,-0.172,-0.149
"EFCAB14",1.65,0.199,1.07,-0.0833,-0.609,-0.15
"EFHD1",1.25,-0.229,-0.184,0.247,-0.0153,0.192
"EFHD2",1.26,-0.211,-0.256,-0.102,-0.091,0.134
"EFNB1",0.752,-0.384,0.0479,0.292,0.115,0.114
"EFNB3",1.03,-0.0277,0.112,-0.202,-0.259,-0.201
"EGFR",0.916,0.00467,0.681,0.0825,-0.327,-0.745
"EGLN1",1.62,-0.242,-0.497,0.201,0.113,0.276
"EHBP1",0.231,-0.443,-0.598,0.487,0.29,0.528
"EHMT1",-0.676,-0.584,-0.0406,0.337,0.256,0.0847
"EI24",2.1,0.239,1.15,-0.301,-0.357,-1.03
"EID2",1.54,-0.509,-3.85,0.428,0.28,1.04
"EIF1AD",0.771,-0.353,-0.255,0.388,0.377,0.765
"EIF1AX",0.953,-0.422,-0.177,0.15,0.0384,0.515
"EIF3G",1,0.146,0.0863,-0.199,-0.22,0.195
"EIF3J",2.2,0.215,0.556,-0.433,-0.441,-0.286
"EIF4A3",0.65,-0.49,0.419,-0.0239,0.0446,-0.13
"EIF4B",1.07,-0.636,-0.693,0.514,0.418,0.711
"EIF4E3",1.51,-0.345,-0.601,-0.13,0.0816,-0.151
"EIF4EBP1",0.828,-0.608,0.364,0.246,0.0428,0.667
"EIF4G3",-0.902,-0.268,-0.484,0.25,0.201,0.485
"EIF4H",1.22,-0.372,-0.197,0.334,0.045,0.229
"EIF5A",0.851,-0.193,-0.139,0.145,0.0445,0.115
"EIF6",1.35,-0.316,0.323,-0.235,-0.178,-0.185
"ELAC1",2.43,0.0497,0.977,-0.204,-0.715,0.0484
"ELAVL2",1.02,0.0842,0.155,-0.171,-0.111,-0.294
"ELF2",-0.444,-0.629,-0.429,0.674,0.374,0.631
"ELP3",-0.795,-0.0288,-0.664,0.343,0.326,0.439
"EMB",1.74,-0.0289,1.12,-0.541,-0.577,0.0477
"EMC10",1.1,0.0541,1.29,-0.501,-0.45,-0.136
"EMG1",1.89,-0.604,0.702,-0.132,-0.293,-0.318
"EMILIN2",1.99,0.727,3.27,-0.378,-0.562,-1.23
"EML1",-0.434,0.187,-0.607,0.455,0.178,0.441
"EMX1",-0.813,-0.861,-0.0573,0.646,0.559,0.117
"EN2",1.42,-0.24,-0.119,-0.363,-0.433,0.453
"ENAH",0.537,-0.284,-0.535,0.355,0.246,0.579
"ENDOG",1.18,-0.506,-0.433,0.435,0.108,0.261
"ENO1",2.24,-0.0769,0.577,-0.198,-0.428,-0.148
"ENO2",2.74,0.225,0.819,-0.586,-0.702,-0.709
"ENO3",2.43,0.111,1.06,-0.349,-0.53,-0.345
"ENPP4",2.14,-0.259,1.19,-0.332,-0.534,-0.273
"ENPP5",1.65,-0.532,0.548,-0.235,-0.458,0.0759
"ENSA",1.25,-0.887,-0.76,0.553,0.345,0.834
"ENTPD5",-4.87,0.805,1.16,0.387,0.114,0.699
"ENY2",1.79,-0.66,-0.0101,0.43,0.0625,0.576
"EOGT",1.22,-0.0244,0.707,-0.0608,-0.164,-0.564
"EP400",-0.674,-0.57,-0.169,0.515,0.372,0.373
"EPB41L1",-0.0125,-0.784,0.0919,0.329,0.259,0.453
"EPC2",-0.835,-0.398,-0.15,0.421,0.306,0.16
"EPDR1",1.92,-0.749,0.435,0.0245,-0.461,0.293
"EPHB4",0.251,0.526,0.99,0.0213,-0.401,-0.336
"EPHX1",-0.739,0.27,0.506,-0.0247,-0.00619,-0.364
"EPN1",0.995,-0.49,-0.466,0.454,0.207,0.671
"EPN2",0.494,-0.614,-0.367,0.302,0.284,0.741
"EPOP",-4.04,-0.442,0.115,1.41,1.02,1.45
"EPS8",-0.0391,-0.143,-0.669,0.443,0.322,0.637
"ERC1",0.515,-0.614,-0.599,0.358,0.196,0.506
"ERH",0.904,-0.791,0.283,0.983,0.143,-0.111
"ERI3",0.763,0.429,0.746,0.353,-0.103,-0.879
"ERICH1",0.861,-0.402,0.0707,-0.178,-0.276,0.0448
"ERLIN1",-0.903,0.173,0.18,0.0777,0.143,0.00715
"ERLIN2",-0.853,0.144,0.201,0.0741,0.101,0.0321
"ERMP1",-0.737,-0.222,0.0171,0.295,0.234,-0.0396
"ERVK3-1",1.15,-0.588,-0.607,1.16,0.137,1.35
"ESAM",0.73,3.36,3.52,-0.0659,-0.908,-2.41
"ESCO1",-0.077,-1.03,-0.106,0.344,0.315,0.41
"ESS2",0.712,-0.524,-0.0538,0.222,0.109,0.562
"ESYT2",0.857,-0.29,0.603,0.0537,-0.118,-0.146
"ETFDH",1.38,-0.362,0.887,0.0774,-0.0345,-0.575
"ETFRF1",1.26,-1.03,1.16,0.378,-0.152,0.253
"ETHE1",1.99,-0.528,0.723,0.0892,-0.258,-0.474
"ETNK1",-2.58,0.0797,1.32,-0.00836,0.165,-0.319
"ETV6",-3.3,-0.395,-0.183,0.972,0.656,0.835
"EURL",0.711,-0.868,-0.142,0.243,-0.0249,-0.426
"EVI5L",-1.3,-0.00298,1.52,-0.134,-0.0821,0.468
"EVL",0.619,-0.147,-0.536,-0.0747,0.0384,0.3
"EWSR1",1.32,0.0992,0.477,-0.0871,-0.487,-0.374
"EXO1",-0.535,-0.612,-0.806,0.664,0.611,0.361
"EXOC4",-0.853,0.171,0.135,-0.0489,0.0456,0.0292
"EXOG",1.61,-0.402,0.875,-0.0796,-0.247,-0.195
"EXT1",-0.273,2.43,3.92,-0.898,-1,-2.85
"EXTL2",-3.81,0.492,0.906,0.434,0.288,0.428
"F10",0.0434,-1.06,1.9,0.267,-0.0889,0.0645
"F11R",2.19,0.0594,1.37,-0.277,-0.611,-0.6
"F8A3",1.08,0.302,-0.396,0.0422,0.171,-0.293
"FAAP20",2.65,-3.02,-2.91,0.879,0.506,1.03
"FABP5",1.87,0.244,0.54,-0.0728,-0.416,-0.218
"FADD",1.25,0.187,0.195,0.109,-0.202,-0.0897
"FADS1",-2.04,0.37,0.511,0.112,0.782,0.0697
"FADS2",-0.572,-0.267,-0.0527,0.496,0.313,-0.122
"FAHD1",1.81,-0.593,0.799,-0.0454,-0.455,-0.148
"FAHD2A",1.62,-0.00168,0.728,-0.163,-0.352,-0.307
"FAM107B",1.32,-1.01,-0.756,0.536,0.357,0.836
"FAM110A",3.26,-3.07,-2.87,1.06,1.61,1.6
"FAM117A",0.662,-0.898,-0.508,0.634,0.18,0.767
"FAM117B",0.839,-0.673,-0.596,0.363,0.398,0.626
"FAM120A",-0.767,-0.469,-0.3,0.302,0.337,0.00728
"FAM120B",-4.6,-0.146,0.351,0.806,0.979,0.85
"FAM133B",1.61,-0.728,0.192,-0.254,-0.29,0.289
"FAM136A",0.338,-1.29,-0.887,1.25,0.615,1.23
"FAM13A",1.79,-0.932,-0.638,-0.0201,0.146,0.26
"FAM156B",2.8,-2.62,-1.92,-0.821,1.77,0.515
"FAM161A",0.273,-0.85,-0.0127,0.663,0.327,0.892
"FAM162A",1.34,-0.373,0.591,0.413,-0.0195,0.226
"FAM171A1",-0.896,0.175,0.0668,-0.0979,-0.0454,-0.066
"FAM184A",-1.3,-2.93,-2.72,0.951,0.804,1
"FAM185A",1.39,0.28,1.42,-0.816,-1.27,-1.67
"FAM193A",0.0573,-0.351,-0.55,0.411,0.343,0.656
"FAM204A",0.376,-0.957,-0.398,0.328,0.298,0.764
"FAM210A",-0.574,0.166,0.624,0.475,-0.175,-0.133
"FAM219B",-0.12,-0.409,-0.235,0.298,0.231,0.767
"FAM241A",0.784,-0.216,0.442,0.179,0.0281,-0.07
"FAM241B",2.14,0.603,0.968,-0.3,0.00848,-0.0198
"FAM32A",0.896,-1.09,-0.57,0.193,0.155,0.724
"FAM53C",-1.84,-2.52,-2.53,1.28,1.21,1.37
"FAM76A",1.39,-0.552,0.0117,0.0698,-0.0527,0.211
"FAM76B",1.17,-0.634,-0.223,0.255,0.00326,0.0495
"FAM83B",-2.85,0.0174,-1.87,1.25,0.947,1.6
"FAM91A1",-2.12,0.638,0.479,0.204,0.365,-0.106
"FANCA",-1.7,-0.0467,0.165,0.325,0.409,-0.22
"FANCG",-0.679,-0.792,-0.196,0.384,0.469,0.143
"FANCI",-1.13,-0.413,-0.063,0.236,0.237,0.0308
"FARP1",-2.58,-0.036,0.296,0.439,0.531,0.0607
"FARP2",-2.72,0.68,0.219,0.578,0.558,0.0542
"FAS",0.858,-0.487,0.337,0.105,-0.184,0.153
"FASN",-0.796,0.577,-0.31,0.0473,0.102,-0.102
"FASTKD3",0.0169,-0.531,-0.184,0.814,0.781,0.145
"FAT3",-4.06,0.661,1.32,0.636,0.256,-0.0705
"FAU",2.22,0.0713,0.375,-0.808,-0.835,-0.364
"FBF1",-0.73,-1.1,-1.14,1.02,0.749,1.08
"FBLN1",0.676,0.41,1.27,-0.202,-0.428,-0.481
"FBLN5",0.738,3.36,2.72,-1.64,0.12,-0.857
"FBN2",0.852,-0.312,0.0797,0.436,0.128,-0.091
"FBRS",-0.664,-0.784,-0.617,0.611,0.411,0.731
"FBXL15",1.15,2.52,3.02,-1.91,-1.58,-0.433
"FBXL18",-2.67,0.0419,1.42,0.219,0.163,0.0439
"FBXL19",0.711,-0.594,0.323,-0.0332,0.0479,0.116
"FBXO11",1.52,-0.583,0.3,-0.0173,-0.205,-0.0455
"FBXO17",-0.934,-0.0601,-0.114,0.387,0.339,0.421
"FBXO38",-2.86,-0.251,0.296,0.522,0.55,0.337
"FBXO44",0.826,0.016,-0.507,0.0421,-0.106,0.6
"FBXO45",-2.4,0.369,0.00522,0.566,0.417,0.166
"FCF1",-0.682,-0.608,0.0812,0.505,0.283,-0.004
"FCGRT",0.156,0.803,1.08,-0.296,-0.519,-0.391
"FCHSD1",-1.28,-0.244,2.41,0.618,-0.351,0.521
"FCHSD2",0.288,-0.477,-0.671,0.39,0.147,0.603
"FDPS",-0.707,0.356,-0.325,-0.0409,-0.0212,0.00353
"FDX1",0.792,-0.608,0.614,0.222,0.0598,-0.144
"FEM1B",-1.41,0.224,0.937,-0.123,-0.113,-0.341
"FEZ2",1.88,-0.28,-0.262,-0.153,-0.302,-0.0344
"FGD1",-2.43,-0.975,-0.169,0.962,0.249,1.09
"FGF2",1.59,-0.783,0.688,-0.0111,-0.13,-0.24
"FGFR1",-1.14,0.558,2.55,0.254,-1.09,-0.115
"FHIT",1.7,-0.974,-0.361,0.129,-0.209,0.0701
"FHL2",1.09,0.0241,-0.15,0.282,-0.13,-0.288
"FHL3",3.65,1.16,0.993,-0.205,-1.11,-1.44
"FIG4",-0.535,0.107,2,-0.273,-0.156,0.231
"FIRRM",0.944,-0.528,2.66,-0.692,-0.818,-0.445
"FIZ1",1.89,-0.193,0.652,-0.451,-0.761,-0.283
"FKBP14",1.34,-0.247,0.947,0.0207,-0.279,-0.00805
"FKBP1A",2.05,0.21,0.0748,0.301,-0.0735,0.643
"FKBP1B",1.72,-0.643,-0.109,0.308,-0.014,0.635
"FKBP2",1.53,-0.302,0.63,0.0948,-0.25,0.238
"FKBP3",1.64,-0.418,-0.132,0.127,0.0173,0.375
"FKBP5",0.813,0.00106,-0.104,-0.335,-0.396,0.00987
"FKBP7",2.04,-0.286,0.85,0.0817,-0.503,-0.278
"FKBP9",0.866,-0.0826,0.967,-0.204,-0.264,-0.408
"FLCN",-0.907,-0.347,1.77,-0.293,-0.149,0.266
"FLII",-0.475,0.541,-0.047,-0.0349,0.0107,0.111
"FLNA",0.703,-0.103,-0.362,0.0341,-0.0695,0.385
"FLNB",0.769,0.0618,-0.291,-0.0287,-0.138,0.124
"FLNC",0.231,-0.44,-0.78,0.113,-0.133,0.389
"FLOT1",-0.878,0.0898,0.262,0.0365,0.0554,-0.115
"FLOT2",-1.15,-0.0728,-0.135,0.354,0.244,0.114
"FLRT3",0.409,0.108,0.614,-0.104,-0.307,-0.449
"FLYWCH1",0.828,-0.214,0.0345,-0.277,-0.0987,0.0677
"FLYWCH2",1.03,-0.532,-0.484,0.346,0.108,0.632
"FMC1",0.792,-0.226,0.283,0.183,-0.242,0.177
"FMN2",0.662,-0.912,-0.234,0.186,0.39,0.673
"FMNL2",1.38,-0.651,1.42,-0.0775,-0.111,-1.51
"FNBP1",1.06,-0.492,-0.259,0.18,-0.114,0.248
"FNBP1L",1.1,-0.127,-0.141,-0.0406,-0.222,0.265
"FNBP4",0.251,-0.759,-0.548,0.297,0.307,0.593
"FNDC10",1.36,-0.0489,0.799,0.137,-0.439,-0.206
"FOCAD",-2.2,-0.466,0.963,0.302,0.329,0.28
"FOSB",4.43,3.58,2.85,-1.15,-2.21,-1.27
"FOXB1",0.00107,-0.839,-0.319,0.391,0.191,0.122
"FOXD2",-0.41,-0.174,1.59,-0.169,-0.271,-0.368
"FOXG1",-0.614,-0.674,-0.334,0.592,0.283,0.734
"FOXJ3",0.605,-0.457,-0.0933,-0.0325,0.02,0.431
"FOXM1",-1.19,-2.31,-2.58,1.09,-0.611,2.5
"FOXO3",0.786,-0.0427,-0.375,-0.123,0.00441,0.61
"FOXP2",-2.01,-0.739,0.874,0.179,0.188,0.423
"FPGT",-2.82,0.174,1.36,-0.269,0.274,0.334
"FRA10AC1",0.954,-0.369,0.144,-0.28,-0.287,0.0996
"FRAS1",0.907,0.652,0.974,0.0206,-0.346,-0.367
"FREM2",-0.314,0.784,0.508,-0.023,-0.11,-0.267
"FRRS1",1.67,-0.289,0.745,-0.0537,-0.559,-0.11
"FSTL1",1.11,-0.118,0.78,0.425,-0.268,-0.0265
"FTO",2.33,-0.155,0.193,-0.423,-0.418,-0.334
"FUBP1",1.5,0.0964,0.357,0.106,-0.727,-0.176
"FUCA1",-0.0722,-0.998,0.235,0.375,0.344,0.183
"FUOM",1.38,-1.05,-0.0728,0.308,-0.0096,-0.0797
"FUS",1.19,0.111,0.234,-0.0585,-0.433,-0.417
"FYN",-0.546,0.642,0.21,-0.152,-0.0503,-0.085
"FYTTD1",-0.19,-0.955,-0.352,0.472,0.356,0.153
"FZD6",-3.3,0.273,2.2,0.268,0.36,-0.857
"G6PC3",-4.04,0.132,1.44,0.686,0.651,0.438
"GAA",2.07,-0.389,1.17,-0.0451,-0.154,-0.197
"GABARAP",0.942,0.691,0.432,-0.161,-0.428,-0.318
"GABARAPL1",1.05,0.261,0.696,-0.109,-0.273,0.124
"GABARAPL2",1.27,0.734,0.607,-0.646,-0.427,0.0743
"GADD45GIP1",0.977,-0.658,0.419,0.537,0.333,0.679
"GALM",2.39,-0.0138,0.333,-0.391,-0.342,-0.264
"GALNS",2.15,-0.157,1.41,-0.286,-0.37,-0.411
"GALNT1",-0.211,0.813,0.634,-0.111,-0.256,-0.196
"GALNT16",-2.23,0.536,0.42,0.514,0.3,0.0667
"GALT",0.604,-0.413,-0.346,-0.0126,0.0641,0.00102
"GANAB",0.619,0.12,0.635,-0.24,-0.277,-0.405
"GAPDH",2.42,-0.0857,0.56,-0.192,-0.391,-0.207
"GAR1",0.339,-0.976,0.0601,0.484,0.362,-0.0265
"GAREM1",-3.83,1.37,2.57,1.1,1.88,0.893
"GARRE1",-1.35,0.0116,0.535,0.0482,0.152,-0.1
"GAS1",1.34,-0.257,0.851,0.135,0.144,0.109
"GAS2L3",0.767,-0.644,0.194,0.129,-0.132,0.592
"GATA2",1.49,-0.291,-0.238,0.352,-0.556,-0.569
"GATA3",0.77,-0.746,-0.567,0.115,-0.0507,0.457
"GATA6",1.3,-0.157,0.335,0.192,-0.467,-0.189
"GATC",-0.127,-0.723,-0.233,0.693,0.753,0.755
"GATD1",1.49,-0.161,0.208,-0.134,-0.0335,-0.178
"GBA1",1.62,-0.0526,0.999,-0.201,-0.271,-0.346
"GBA2",-1.61,0.125,0.179,0.664,0.115,0.0464
"GBE1",-0.563,0.505,0.00961,-0.155,-0.19,-0.0893
"GCAT",-0.665,0.149,0.399,0.266,0.215,-0.121
"GCC1",0.703,-0.387,-0.188,0.465,0.0156,0.432
"GCC2",0.647,-0.347,-0.357,0.162,-0.0503,0.41
"GCHFR",1.53,-0.296,-0.053,-0.112,-0.182,0.0794
"GCN1",-1.17,0.17,-0.21,0.122,0.259,0.145
"GCSH",1.35,-0.847,0.653,0.254,0.27,0.157
"GDAP2",0.409,0.572,0.647,-0.425,-0.196,-0.363
"GEMIN2",1.23,0.192,0.139,-0.0318,-0.138,-0.148
"GEMIN4",-2.67,0.0529,-0.0746,0.536,0.561,0.223
"GEMIN6",0.749,-0.288,-0.431,-0.00567,0.331,0.198
"GEMIN7",0.561,0.372,-0.474,0.345,0.482,0.238
"GEMIN8",0.155,-0.816,-0.74,0.7,0.513,0.89
"GEN1",-0.559,-0.503,-0.601,0.485,0.633,0.699
"GFER",1.41,-0.627,-0.256,0.403,0.137,0.266
"GFRA1",0.774,-0.662,0.428,-0.0511,-0.116,-0.0953
"GGA1",0.779,-0.172,-0.354,0.317,-0.0589,0.403
"GGA2",-0.421,0.0706,-0.586,0.374,0.317,0.468
"GGCT",1.37,0.371,0.497,-0.472,-0.33,-0.383
"GGCX",-4.14,0.0539,0.536,0.892,0.808,0.763
"GGH",1.3,-1.06,0.48,0.191,0.0421,0.194
"GGNBP2",0.706,-0.75,-0.0546,0.124,0.236,0.3
"GHDC",-1.18,-0.000846,-0.0241,0.387,0.257,0.0997
"GID4",0.799,-0.0407,-0.467,-0.224,0.0215,0.137
"GID8",1.25,-0.488,0.403,0.055,0.0917,0.321
"GIGYF1",0.224,-0.659,-0.817,0.653,0.334,0.693
"GIGYF2",0.145,-0.438,-0.646,0.563,0.366,0.795
"GINS1",0.786,0.358,0.0425,-0.485,-0.45,-0.117
"GIPC1",0.682,0.375,0.293,-0.374,-0.351,0.0479
"GKAP1",0.672,-0.661,-0.581,0.0446,0.0105,0.367
"GLA",1.4,-0.78,0.68,0.223,-0.0786,-0.204
"GLB1",0.496,-0.758,0.44,0.232,0.11,-0.118
"GLB1L2",0.897,0.00927,0.706,-0.0112,-0.203,-0.513
"GLCCI1",0.531,-0.583,-0.621,0.497,0.524,0.679
"GLCE",-2.28,-0.182,1.46,0.275,0.247,0.161
"GLE1",-1.12,-0.0776,-0.184,0.468,0.251,0.329
"GLG1",2.4,0.812,1.85,0.0898,-0.444,-0.808
"GLI2",-5.13,-0.0934,0.599,0.998,0.815,1.15
"GLI3",-0.0368,-0.829,-0.0289,0.295,0.316,0.506
"GLMP",1.62,0.481,1.61,-0.482,-0.581,-0.614
"GLO1",2.95,0.635,0.877,-0.401,-0.877,-0.724
"GLOD4",0.996,0.343,0.255,-0.297,-0.353,-0.309
"GLRX5",-0.0779,-0.767,-0.289,0.806,0.564,0.291
"GLS",-0.836,0.172,0.00461,0.363,0.182,0.115
"GLTP",1.02,0.151,-0.00874,0.0504,-0.0525,0.205
"GLUD1",-0.782,0.0456,0.584,0.0676,0.0415,-0.0609
"GLUL",2.11,-0.0415,0.534,-0.0407,-0.204,-0.639
"GLYR1",-0.302,-0.936,-0.0295,0.341,0.295,0.13
"GM2A",1.86,-0.278,1.12,0.263,-0.191,-0.219
"GMDS",2.06,-0.175,0.0944,-0.321,-0.326,-0.225
"GMFB",1.11,0.455,0.268,-0.552,-0.479,-0.137
"GMNN",1.64,-0.342,-0.489,-0.102,0.0734,0.319
"GMPPA",-0.446,0.564,-0.156,-0.0168,-0.152,-0.113
"GMPR",1.48,-0.297,0.336,-0.217,-0.242,-0.164
"GMPR2",1.65,0.0625,0.495,-0.286,-0.291,-0.284
"GNA11",-0.862,0.262,-0.109,0.0732,0.0813,0.0116
"GNA12",-1.58,-0.124,2.01,-0.404,-0.101,0.0389
"GNAI3",-0.566,0.529,0.378,-0.109,-0.145,-0.113
"GNB1",-0.704,0.345,0.555,0.125,-0.0163,-0.387
"GNB4",-0.867,0.594,0.321,0.137,-0.116,-0.382
"GNE",-0.616,0.484,-0.204,0.0452,0.0486,-0.0596
"GNG12",1.26,0.351,0.867,0.0325,-0.112,-0.0624
"GNG7",1.44,-0.0438,-0.269,0.684,0.329,0.277
"GNPAT",-0.795,-0.202,0.287,0.377,0.254,0.00737
"GNPDA1",2.5,0.0781,0.51,-0.373,-0.463,-0.322
"GNPDA2",2,-0.103,0.521,-0.352,-0.24,-0.119
"GNPNAT1",1.67,0.267,0.0451,-0.0603,-0.151,-0.129
"GNS",1.74,-0.826,1,0.0829,-0.237,0.0952
"GOLGA1",0.294,-0.564,-0.74,0.594,0.366,0.715
"GOLGA2",0.557,-0.65,-0.568,0.418,0.0851,0.436
"GOLGA3",0.71,-0.384,-0.2,0.121,0.0544,0.231
"GOLGA4",0.707,-0.561,-0.539,0.33,0.159,0.429
"GOLGB1",0.294,-0.947,-0.535,0.367,0.219,0.492
"GOLIM4",0.687,-0.323,0.537,0.347,0.113,0.427
"GOLM2",1.79,0.0113,0.661,0.295,-0.207,-0.291
"GON7",1.46,-0.866,-0.176,-0.53,0.146,0.526
"GORAB",1.5,-0.592,-0.658,0.187,0.0533,0.445
"GOT1",2.22,0.0254,0.145,-0.27,-0.217,-0.241
"GOT2",2,-0.409,1.18,0.0142,-0.338,-0.448
"GPALPP1",1.18,-0.853,-0.55,0.355,0.0891,0.543
"GPANK1",2.29,-1.75,-1.84,1.11,1.03,1.21
"GPAT4",-3.08,0.351,0.57,0.522,0.472,0.296
"GPATCH1",0.131,-0.855,-0.432,0.279,0.27,0.739
"GPATCH11",0.865,-0.756,-0.387,0.133,0.0802,0.516
"GPATCH2",0.834,-0.245,-0.00225,-0.0275,-0.0622,0.334
"GPATCH4",0.953,-0.165,0.531,-0.121,-0.204,-0.15
"GPATCH8",0.599,-0.737,-0.0469,0.168,0.0741,0.204
"GPBP1",-0.4,-0.66,-0.567,0.396,0.614,0.815
"GPC1",0.803,0.436,1.11,-0.12,-0.219,-0.496
"GPCPD1",-1.34,0.329,-0.237,0.114,0.268,0.255
"GPD2",-0.781,-0.0662,0.289,0.17,0.0769,-0.0634
"GPI",2.36,0.213,0.445,-0.318,-0.302,-0.527
"GPM6B",-3.04,0.555,0.0691,0.654,0.502,0.488
"GPN3",0.0338,-0.037,-0.408,0.0827,0.125,0.597
"GPR180",-0.795,0.127,0.24,-0.141,0.0356,-0.142
"GPRIN1",0.803,-0.629,-0.543,0.348,0.528,0.781
"GPS2",0.356,-0.412,-0.619,0.298,0.133,0.689
"GPX1",1.9,-0.667,0.216,0.32,0.0463,0.194
"GPX4",2.42,-0.466,-0.262,-0.22,-0.258,-0.265
"GRB10",-1,0.0551,0.13,0.151,0.0708,0.552
"GRB2",1.34,0.323,0.157,-0.239,-0.37,-0.126
"GRIPAP1",0.614,-0.315,-0.439,0.319,0.14,0.399
"GRN",2.04,0.251,1.3,-0.0674,-0.434,-0.556
"GRPEL2",0.83,-0.208,-0.129,0.206,-0.0404,0.134
"GRWD1",1.43,-0.134,0.834,-0.262,-0.349,-0.425
"GSDME",-0.599,0.239,0.562,-0.191,-0.12,-0.5
"GSE1",-0.255,-0.361,-0.953,0.57,0.391,0.753
"GSKIP",-2.52,-0.495,1.18,0.546,0.462,0.269
"GSR",2.12,-0.324,0.442,-0.19,-0.324,-0.165
"GSS",2.43,-0.177,0.571,-0.114,-0.323,-0.179
"GSTCD",0.693,-0.633,-0.276,-0.0859,0.125,-0.00755
"GSTK1",0.671,0.81,1.06,-0.0787,-0.0272,-0.312
"GSTO1",0.71,0.225,0.061,-0.402,-0.373,-0.0549
"GSTZ1",2.52,0.155,0.651,-0.543,-0.478,-0.664
"GTF2A1",0.483,-0.158,-0.662,0.53,0.283,0.715
"GTF2A2",1.7,-0.263,0.403,-0.3,-0.435,-0.41
"GTF2E2",0.615,-0.447,0.0105,0.123,-0.0107,0.297
"GTF2F1",0.957,-0.663,-0.169,-0.0911,0.106,0.557
"GTF2F2",0.677,-0.347,-0.0936,0.162,-0.000598,0.588
"GTF2I",-0.726,-0.248,0.371,0.165,0.109,0.109
"GTF2IRD1",-3.58,-2.99,-2.15,1.79,1.68,1.65
"GTF3C3",-1.13,-0.481,0.189,0.261,0.25,-0.085
"GTF3C4",-1.12,-0.167,0.0675,0.295,0.165,-0.0101
"GTSE1",-0.144,-1.01,-0.597,0.521,0.461,0.881
"GUSB",1.5,-0.478,0.835,-0.059,-0.238,-0.0601
"GYG1",0.774,-0.211,-1.39,0.438,0.321,0.518
"GZF1",0.691,-0.493,0.29,-0.224,-0.312,-0.186
"H1-0",1.16,-0.841,0.529,-0.245,-0.269,-0.277
"H1-10",0.963,-0.503,0.655,-0.164,-0.205,-0.279
"H1-2",2.23,0.466,1.7,-1.53,-0.769,-1.02
"H1-3",2.46,-0.012,1.91,-1.04,-0.489,-0.972
"H1-4",1.79,-0.332,1.52,-0.604,-0.641,-0.838
"H2AC21",0.268,-1.45,0.0563,0.727,-0.00371,0.362
"H3-7",0.747,-0.623,0.565,0.0658,-0.181,-0.503
"H4C16",1.03,-0.783,0.887,0.0889,-0.349,-0.732
"HABP4",0.657,-0.371,-0.327,0.195,0.144,0.364
"HACD3",-0.861,-0.212,-0.0833,0.212,0.293,0.0034
"HACL1",0.698,0.000309,1.03,0.0774,-0.0605,-0.477
"HADHA",-0.813,0.186,0.525,0.0529,0.106,-0.17
"HADHB",-0.213,0.0953,0.825,-0.101,-0.0238,-0.346
"HAGH",1.67,-0.232,0.317,-0.0103,-0.333,-0.21
"HAND1",3.45,-1.46,-0.725,0.948,2.81,-0.968
"HAPSTR1",1.35,-0.502,-0.452,0.00184,-0.103,0.088
"HAUS1",0.687,-0.81,-0.319,0.365,0.11,0.426
"HAUS4",0.85,0.0195,-0.214,-0.0848,-0.0101,0.0149
"HAUS7",-0.192,-0.762,-0.139,0.335,0.454,0.519
"HAX1",0.9,0.377,0.784,-0.281,0.0941,0.258
"HDAC4",0.496,-0.883,-0.593,0.615,0.229,0.678
"HDAC5",-2.96,-0.78,-1.08,1.27,1.01,1.4
"HDDC2",0.635,-0.134,-0.515,0.46,-0.0169,0.18
"HDDC3",1.79,-0.117,-0.215,0.316,-0.274,0.248
