"","Protein.Group","Genes","LFQ.100_a_RDH12_atRAL5hr","LFQ.100_b_RDH12_atRAL5hr","LFQ.100_c_RDH12_atRAL5hr","LFQ.200_a_RDH12_atRAL5hr","LFQ.200_b_RDH12_atRAL5hr","LFQ.200_c_RDH12_atRAL5hr","LFQ.control_a_RDH12_atRAL5hr","LFQ.control_b_RDH12_atRAL5hr","LFQ.control_c_RDH12_atRAL5hr","LFQ.100_a_GFP_atRAL5hr+24h_recvr","LFQ.100_b_GFP_atRAL5hr+24h_recvr","LFQ.100_c_GFP_atRAL5hr+24h_recvr","LFQ.200_a_GFP_atRAL5hr+24h_recvr","LFQ.200_b_GFP_atRAL5hr+24h_recvr","LFQ.200_c_GFP_atRAL5hr+24h_recvr","LFQ.control_a_GFP_atRAL5hr+24h_recvr","LFQ.control_b_GFP_atRAL5hr+24h_recvr","LFQ.control_c_GFP_atRAL5hr+24h_recvr","LFQ.100_a_RDH12_atRAL5hr+24h_recvr","LFQ.100_b_RDH12_atRAL5hr+24h_recvr","LFQ.100_c_RDH12_atRAL5hr+24h_recvr","LFQ.200_a_RDH12_atRAL5hr+24h_recvr","LFQ.200_b_RDH12_atRAL5hr+24h_recvr","LFQ.200_c_RDH12_atRAL5hr+24h_recvr","LFQ.control_a_RDH12_atRAL5hr+24h_recvr","LFQ.control_b_RDH12_atRAL5hr+24h_recvr","LFQ.control_c_RDH12_atRAL5hr+24h_recvr"
"4596","Q14254","FLOT2",26138446,25327718,26783218,34066028,13260520,34525692,12836760,9103085,16037706,28483140,32444210,30542516,36684280,41517836,48164076,22529758,30043322,24154040,34178752,33685228,29763276,31556086,27203992,30481208,35003900,38010036,32352972
"4597","Q9H2P9","DPH5",8728917,7151580,7553632,5719883.5,3403063.75,6011334.5,8025240,4756213.5,9202634,4501215,5994820.5,6358590,3273093.5,4899139,5394195,5233253.5,6065293.5,6073237,4921123.5,5182591,4937839.5,5525365.5,5505701.5,5958461.5,4272830,5003371.5,4525398.5
"4598","O43657","TSPAN6",30531022,27851986,31881294,40736888,53124220,35369732,29233462,29207112,32629718,21165354,21377926,19843542,20679394,12989199,12473770,19331752,16120551,19805052,25060626,22094612,17169648,8186152.5,9359334,12733041,24935448,24509540,14022581
"4599","P08235","NR3C2",NA,76135.04688,NA,68405.74219,NA,NA,NA,NA,NA,NA,21264.13672,73863.15625,NA,NA,NA,NA,75930.96875,0,60056.32422,61933.98828,NA,NA,130100.7109,122629.1875,NA,NA,94546.89844
"4600","P55210","CASP7",15623568,12132023,12907538,12802820,10655765,12328709,15331406,13877547,14902037,13405276,13878395,15071693,9900405,10891013,9897120,16827860,15155461,12950162,9833631,9842554,12059168,11293726,12617514,14576559,10527550,11685880,11685314
"4601","Q13242","SRSF9",146216624,107628856,131967856,260198368,354722496,251128704,229685472,235330384,175742448,166192032,150450128,252047888,228362880,183200304,177990320,186160880,184872928,183932432,323939040,268868224,327232096,249769168,432503616,296005248,377310976,456314944,348284480
"4602","O75494","SRSF10",164743072,117591944,181403040,189008400,601449792,187529232,211728800,327945440,230819680,207234384,246702576,348985184,237365232,239963120,238147616,302371552,242639216,258204240,359062400,285231488,396202592,309474944,531615360,341554880,382450816,295349248,367631840
"4603","Q8WXF0","SRSF12",235179920,172818736,262173712,253980448,755548416,252034304,458974432,635477696,347777888,444184160,385489888,493801920,494112320,357459136,418107232,513117952,425874400,430251136,607421888,551815808,695183232,562937792,884155392,547950976,707284736,833911680,574363584
"4604","Q01130","SRSF2",903612480,706161408,1061216064,1114975360,3281863680,904681088,2647198976,4264262144,2364017152,472935328,813766720,2077573760,981798144,1156610432,1068776768,621742720,1390061952,1668335104,1884043904,945276672,1808180992,1302388864,2324900608,1639010816,1660842880,1786893184,1461449856
"4605","Q07955","SRSF1",895851776,720981184,989943808,1252893696,5248896512,1121436800,3349629952,5367052800,3124724224,982406656,1087226496,2214502144,1405130240,1115621248,1204858240,1703489536,1568243072,1628145792,1883894528,1227478144,1897565312,1562687360,2578356736,1646248832,2200333568,2473789696,1681155712
"4606","Q9Y266","NUDC",271990880,193277536,257454192,153692672,476776992,184040160,620338496,834708544,724000576,110284488,126241184,255515696,146380000,105962408,82121328,179734064,304799168,250497184,212112768,122089480,228794208,213590656,229083232,220124416,211399664,175814304,168836464
"4607","Q86UY8","NT5DC3",6396234.5,6616245.5,6788166,8244374.5,12681663,8903138,5255158.5,4070981.25,6454290.5,6219892,7021880,6235209,8373748,9424094,11035813,6354994.5,6032551,6330998.5,7859450.5,7751719,8028274,7665992.5,6035747,6635806.5,7030871,7728113,7247553.5
"4608","Q8TD26","CHD6",473993.4063,475133.5625,442331.25,631736.3125,1003002.25,586067.375,405816,549807.5625,565708.25,1162451.5,753157.8125,597499.875,1070673.75,1130879.5,1496544.75,801846.875,1137073.375,966836.5,1135781,695236.125,1385441.25,1367136.75,1238621.875,1249789.25,914978.25,1313926.625,1351807.5
"4609","O15182","CETN3",3533458.75,3228046.5,4763169,2442419.5,29594624,5481362,14013379,15586065,23068280,NA,NA,3626281.75,3269998,3387980,1515365.75,3261255.5,4376813,NA,2478337,4440212,5950321.5,1526041.875,8860289,3888223.75,NA,3416407.5,4383127.5
"4610","Q16795","NDUFA9",17600174,18395282,17928994,25124398,12861038,23771454,10703090,5667778.5,13324210,18224616,22630124,16796538,24956506,29139288,37759328,16012647,15435778,16507496,27473094,25782902,21955036,21635886,17123076,20248540,23260344,27857068,22723290
"4611","Q9NRZ5","AGPAT4",1127195.125,1577009.875,1111302.75,1626808.625,429037.1563,1691935.75,NA,NA,NA,2476231.5,2593978,1947693.75,2796251,3860567.5,4850398.5,1801558.875,2310153.5,1793402.625,2655494,2724416,2185082.75,2085283.25,1484396.875,2057059.125,2453145,3065492,2834847.5
"4612","Q9H6E4","CCDC134",59233192,43558552,61657336,80856160,92960072,68117440,74085992,94831096,83520528,49592188,44917600,55063304,70875864,54028324,47463452,54471592,53109132,51112656,62626304,45644644,75116000,71995432,93089728,82537648,74456848,69636760,59847112
"4613","Q96S59","RANBP9",15059967,15637641,13642406,12055803,8880186,11436015,12717605,8407990,14471672,14592720,15704439,14943494,11140653,12008616,13317468,13851249,15641082,14522838,11909000,13105904,11755779,11210479,12725664,13695059,10904479,11099486,11742679
"4614","Q8WWI5","SLC44A1",5437209.5,4481632,5821025,6475612,9270693,7373755.5,6577634.5,9057150,7021490,4194124.5,3994203.5,3659257.25,3380241,3334122.75,4446879,4178644.75,4039504.75,3891100.75,4847647,5556445,3946998,3236906,3766453.25,3580535.5,4347168,5457883,3429274.25
"4615","Q9HD45","TM9SF3",34444204,37928104,37280652,40356668,32536360,43860928,21425776,26583660,26306898,38719676,32082260,27521392,40773168,47677424,58286224,21124170,29829166,21867524,40571700,41116256,30640932,26947440,23140814,27293210,34480452,48432912,31605478
"4616","P46977","STT3A",19897210,21108434,22975066,29120598,24181348,37604728,11183226,7933250.5,13832516,21757268,25611298,21233680,30473512,39796424,48617644,16193656,24434940,17614780,31077436,27360988,25635326,26042366,19252228,25010090,27551528,31762818,29933710
"4617","Q96C12","ARMC5",232022.5469,187452.4531,233499.9375,201545.4688,NA,216482.6406,138174.8125,NA,118104.7813,NA,129511.2422,230844.2813,248552.9531,219810.6094,220008.8438,57881.82813,191810.2188,249328.5156,200061.6563,105928.9609,123804.1016,232063.5469,115976.8828,151675.2969,124758.2188,157370.625,115249.8047
"4618","Q9UKD1","GMEB2",5317052,4036009.5,4262386,4854192,NA,3210173.5,4165532,2715130.75,5456192,3242987.25,3766241.25,5411292.5,3074088,3672220.75,4055567.5,4980788.5,4120454,4389167.5,3584866.75,3731253.25,4282472,2788947,5715777.5,5232566.5,4006024.25,3148141.75,3469442
"4619","Q96BJ3","AIDA",61644504,55039908,61283680,45584652,97886464,54599720,111848752,179979376,146160016,35808496,49918472,56538328,44108968,38106316,36186312,47187456,73673408,61710764,62848580,34550440,70353960,63416368,46234304,49724628,44783628,47109336,45574488
"4620","Q96EY9","ADAT3",2110086.5,1254082.625,1530030.625,1300121.25,NA,1908502,1461061.5,1522564.125,2534229.75,1416825.125,2556523.75,2579174.25,1639530.75,2348967,2414267.5,1975161.625,1786567.25,2156661.5,2105025,1908145.75,2226402.75,2354885.25,2644193,2494600,1676396.75,1735922.25,2284738.75
"4621","P49842","STK19",NA,799907.875,812730.25,1459536.875,NA,1218037.5,NA,NA,NA,1546661.25,1454868.125,1221705.5,2370075.75,1945893.75,2519993.5,1106290.375,961017.75,1327874.75,1654957.125,1700703.5,1639988.5,1612494.625,1373582.375,1342931.75,1625635.5,1802705.625,1396816.25
"4622","P54652","HSPA2",64268084,56746048,67179688,60821296,149856768,57936028,135116960,151229840,149188720,39244588,39718152,54568100,45229052,44790708,50371556,46321048,63947716,52324368,49332652,33628336,46171716,42775640,61447676,50721872,45417420,44098548,34430764
"4623","Q13153","PAK1",16681069,13997567,15460347,9397530,8760804,10911139,16225298,14970451,17236966,14887677,17171200,23510034,12124243,10915658,11363472,18562220,20537964,18952292,15593434,12952533,20175972,22553552,22311210,23773780,19022896,17032764,19325500
"4624","Q9NWU1","OXSM",15612565,16124722,15964060,19358456,34306340,23804218,13666510,14794536,19831932,11803561,13044504,10609616,16032530,18435254,18815386,10203646,11279144,10527490,13348054,14979420,14487757,12733291,13887535,11460732,15772595,17025358,14030420
"4625","P18669","PGAM1",1108626816,1008016512,1278997376,713378240,3185511680,971840768,5404380160,9497148416,6274856448,504608352,620312384,963726720,703269376,443102720,385903968,592739840,1904545664,1077726464,762140928,629496512,1463802496,802766080,1733831552,972156096,1058936064,1201754368,1098012544
"4626","Q9UPQ3","AGAP1",1517058.125,1621003.625,1419871.375,1969945.875,NA,1699234.125,NA,NA,NA,2253826,1975213.5,2081959.75,1858288.75,1790115.25,1940133.5,2165212.75,2352864,1805224.875,1912102.125,1905234.125,2042833.625,1467145.375,2232138.25,1887747.125,1404044.125,2058987,1905031.25
"4627","Q8NAV1","PRPF38A",46557156,63398496,66725756,48543836,74932096,61627108,98334008,74162992,103760944,106371976,88856912,82663896,148968448,92840792,133910368,96500120,80565728,72500760,100858608,95692160,117581312,91399512,103066104,96617824,98530792,119972080,107333904
"4628","O75323","NIPSNAP2",28785674,30952384,28215794,37135752,44695304,42265856,18235262,15930199,20859082,31807912,31594168,22957112,37484732,39257648,46518520,26454132,24029344,22191260,32675420,29816828,28672840,27883434,19618484,22771642,30080580,33268078,28263256
"4629","Q9BPW8","NIPSNAP1",25957196,29064708,25876788,39536660,42442840,39269468,19933852,13585141,20746702,14463317,22946942,20885950,30711442,44267976,54739504,13090823,23013256,20648516,29426964,24471562,26775160,25511396,19784952,24694806,22913998,30274120,28660356
"4630","O95479","H6PD",4764081,4316677,5061491.5,6481592,2140744,5372357.5,NA,NA,1656058.5,4177169,4382637.5,4135781.5,5161525.5,6896818,8953605,4427997,4092153.75,4067597.75,5275239.5,5474065.5,4901601,4886854,3529510.25,4683080,5260387,5683507.5,4931246
"4631","Q9BW91","NUDT9",18645606,14682317,21461594,16873820,35541372,16442897,33070648,55776920,35195048,17200648,11682905,21394868,12618804,9819972,9457027,24527792,20736304,23740042,21558314,13486564,26411716,22770008,27931666,23787338,24811728,27657792,19555626
"4632","Q9NRL2","BAZ1A",12813111,13122699,13884637,18237726,38148500,18051892,17736888,14221159,17907716,19335120,19940196,15089973,32514124,21843958,29576654,16721070,16665565,14529840,22748176,22427222,22274210,21083008,21638762,18664840,22644356,27465788,22101460
"4633","P62330","ARF6",56109872,58824556,62253392,41202308,223311152,53826388,175316272,281399808,233326624,34101168,43386872,51318784,47694192,31594546,29507542,40792684,76843296,58527908,56503008,39862672,54731788,50998856,51814920,39045904,54886012,55538184,40966488
"4634","P11177","PDHB",112047976,95735568,100233216,112165776,141873456,106353264,87330160,78806824,118288416,65534828,93611160,82155560,102714440,111624080,122727760,60375500,82514880,86343408,109188112,98178504,87997120,86812240,74814032,71804872,101804368,119006824,91526672
"4635","Q7L1V2","MON1B",2109210.5,1972010.25,1863823.375,1857158.25,NA,2181218.25,1088731.75,NA,1180066.875,2205531.25,2248870.75,1963440.875,1862709.625,2282111.75,2338343.25,2316851,1792896.125,2003311.375,2032995.5,2064449.75,1633295.125,2004600.875,1407408.875,1781904.875,1806008.5,1897254.25,1774121.75
"4636","Q9BWT1","CDCA7",1987510.25,2749702.25,3365110.5,1376368.5,6300875.5,1569182.5,4149525.25,6176203.5,5295389,3621154,3699752.5,4125784.75,2271748.25,2395870.25,1489955.75,5415254.5,9044036,6316887.5,6243125,5656320.5,7223984.5,6378298.5,6278450.5,5479497,7215812,7030586,7513295
"4637","P36406","TRIM23",81324680,NA,27718836,NA,353638592,53250228,NA,NA,NA,25262870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44973868,54954268,NA,NA,NA,NA
"4638","Q5JTD0","TJAP1",3091676.25,2633728.25,3349028.25,2068324.875,3342903.25,2889097,7863341.5,10005848,8377354,4456140.5,3607067,9205129,2509318.5,1350488,1332688.25,7307112,7765901.5,7491266.5,6813990,6154454,9014421,5749743.5,14130439,8478140,9292045,10103564,6699025.5
"4639","P49406","MRPL19",37939820,40777296,45216772,35412668,138979040,40719804,118404680,227565792,174438848,30612928,32804662,32771418,25546438,21249708,23680712,41141632,48879324,36128976,42701684,34508304,45150472,34074380,39698380,29312298,49761032,48624952,38052448
"4640","O15173","PGRMC2",90130176,72577672,91323896,133896912,284770848,126838384,174064816,177745936,170488336,56529564,54836584,74695408,95285480,78156576,82471504,65434936,81652976,68596952,87455344,77834968,101444368,83403184,103132504,81913568,91308056,108193248,88642384
"4641","Q9NPL8","TIMMDC1",10383683,11222233,11473078,16667673,6183997.5,15098232,7428331,8301978.5,8211999,11594623,10784495,7831453.5,10770162,13083996,14180849,8046968.5,8626870,7271560.5,12006909,10607414,10841770,12046252,9920391,11001198,11669667,14142701,10980644
"4642","Q8WXA3","RUFY2",NA,NA,718081.0625,NA,NA,725769.0625,NA,NA,NA,788519.1875,932322.75,801768.25,NA,NA,NA,NA,923304.875,728326.125,1007732.813,1123856.375,764700.4375,1168106.375,1384780.625,1117187,940609.25,1614898,NA
"4643","Q08AE8","SPIRE1",6949461.5,5064185.5,6315479,5021665.5,NA,4286600.5,6285885.5,5319391.5,6868883.5,6064418,6785528,5316810.5,3274775,3454516,3595096.75,7027369.5,6193365,4396959,4198461,5289257.5,5203520.5,5932414,5892239,6368764.5,4424154,5018527.5,5387141
"4644","P02656","APOC3",7265462.5,8962217,8978243,29224354,97710320,29515576,12539492,14335916,20780388,NA,NA,NA,1818135.75,1565592.125,NA,NA,1700718.375,NA,NA,NA,NA,NA,NA,2237836,NA,NA,1800458.125
"4645","O43597","SPRY2",70905776,58068140,50722452,62357588,19003894,72913024,39524548,39169404,NA,22983850,NA,NA,NA,NA,5021232.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4646","Q9HBM6","TAF9B",19812730,16167541,22732692,25080720,43580264,21559520,44193316,73210136,41065592,21555766,22179346,40868888,24937360,19939270,20092498,29282376,37802232,37354036,39180072,28806050,56347836,40738744,75917032,53924396,53112336,57369240,44429756
"4647","O14975","SLC27A2",303108.6563,278016.9688,288951.2813,367229.7813,NA,341497.7813,NA,NA,NA,262656.9375,303525.1563,286559.6563,410488.3438,474551.6875,626123.375,NA,328111.7813,344723.9063,463079.125,356715.0625,373904.4688,466730.0625,NA,388051,341645,431245.9688,342219.9688
"4648","Q14011","CIRBP",176031536,124120584,188128960,251162656,273184160,162290976,361077312,698089728,389084736,165994272,174497264,181991728,235823600,206763968,215133744,187393632,159344512,180094592,201492704,203957024,141074816,161666976,185867408,154580464,227082432,205125536,156768288
"4649","Q08209","PPP3CA",27189004,25207614,25602004,20276896,28000370,20491476,33711184,43368236,29872998,21424108,25471950,27169156,20851336,21439720,23794128,22409442,26087324,24657776,23891676,23161930,22034126,23964454,22545408,23267320,20000926,21204976,21292590
"4650","Q15717","ELAVL1",227651376,250544240,240280928,312417760,305381472,327915936,306243488,225552080,276551904,320474528,350510400,306689952,542317888,454168544,507507296,315821408,244391280,283995712,464096576,460255392,422393984,392597696,374860672,297102624,402801536,572436544,392271776
"4651","O75575","CRCP",2652950.5,2298156.5,3383879.75,2156931,6322559,2642450.5,8973706,4856013,7947187.5,4332873,2514957.25,8388815,3907605.5,2669341,2076477.5,7220149.5,7521173,6059554,3807058.75,4559905.5,7371091.5,4109916.25,10267612,6053889,9662167,8610932,5265452
"4652","Q96IZ0","PAWR",26268900,24583906,33167226,21163418,43947236,18589378,62757740,88380728,81070376,38871296,33573744,62398312,26556180,20045744,17057626,49017372,52928340,53109660,55764580,43627364,84989432,58857300,126946552,75450168,53339024,62799372,57873480
"4653","Q3B7T1","EDRF1",2730514,2619787,2312058.75,2631065.25,NA,1995067.875,2160109.75,743248.8125,1933389.125,1916888,2330444.25,2354382.75,1291016,1781083.875,1790234.25,2679931.25,1993518.625,2005826.5,1694389.5,1684353.75,1751137,1728577,1733797.5,2209996.5,1553156.625,1640629.375,1528692.875
"4654","Q49AG3","ZBED5",NA,NA,0,3414678,NA,3439445.75,NA,NA,NA,3245163.75,2964546.25,2190538.5,5794650,3828353.5,5814474.5,4466435,0,3624622.25,2938138.25,4791036,3945656,3579303.75,3794723.75,3053915,3612714.25,5497997,2976010.25
"4655","Q04727","TLE4",13734789,15756420,13472818,12216443,10249864,12296868,11916673,13816290,18574510,20793146,23885684,23967058,24648246,22788952,26940618,22123284,22612360,22020208,17165200,18830992,17173648,12031849,16907256,17887448,16797290,23623414,15921696
"4656","Q9BRP1","PDCD2L",7924658.5,8256388.5,8389264,7908565.5,4260826.5,8488778,10038204,8384942,9730678,7719885,8233449.5,7370745,4891802.5,3904188.25,5701340.5,8497222,7383953,6682863.5,7537779.5,7461470,8400249,5682316.5,7503395,5675445,8465831,8501613,7663900.5
"4657","Q99808","SLC29A1",7098941.5,6038969.5,5990946.5,8095177.5,1536581.25,8601317,2920743.75,2378360.5,4148803,4264815.5,4511960,3619860.5,4009163.75,4591644.5,5783507,5527060,4304438,3804003.75,4862893,6521059.5,4225162.5,3067217.75,3866430.5,4200769.5,7086748.5,6743810.5,4070674.25
"4658","Q9BRL6","SRSF8",2541528.5,2221113,1915772.375,4297866.5,7594179,2817318.75,3989593,6341949,4522309.5,4607492,3051285.25,6290336.5,5217616,2903778.25,3275180.5,6963544.5,2809002.25,5305130.5,4641763,3668899.5,5730771.5,4794027,7433807,3912832.75,7388902.5,12546463,4017891.75
"4659","Q14139","UBE4A",25254482,26471206,23431248,36128636,7864780.5,25832764,14559621,NA,15531656,25745110,31547184,27090872,31533066,35828044,43798884,27042362,26014754,23113536,31566026,30221008,28600292,26752238,22232892,28871218,26667188,31256242,29484884
"4660","P46199","MTIF2",5813942.5,6134386.5,6125516.5,6359056.5,12235242,5713578.5,7176073,9807341,13004724,4632475.5,5357936,4413857,4946681.5,5251466.5,6304495,3857430.25,6392648.5,4611767.5,4999029,4480522.5,5650824,5609519.5,6053492.5,5518858,4580969.5,5688782,6265768.5
"4661","O00629","KPNA4",27331934,27562532,27562898,25444366,25551272,28585032,29494110,17742728,25147486,23821212,34433744,34325128,29504418,25511456,34653848,31364418,33769012,32690598,30318818,27972092,30732942,24273026,26872288,26660812,28269022,30372252,31378098
"4662","Q9H1H9","KIF13A",789331.375,692367.8125,796252.1875,632828,NA,542128.625,NA,NA,588936.1875,1414060.5,865485.125,992648.5625,720441.625,662976.625,763423.125,1299533.125,1030330.813,778140.9375,770936.5625,721492.375,NA,801983.375,880248.25,1220699.25,941980.0625,900464.1875,NA
"4663","Q5R3I4","TTC38",2694003,2361978.5,2603795,1985972.375,1691622.125,2599598.5,2559045,1809035.25,2408494.5,3759753.25,3914664,3712656,2284132.25,2712547.25,2832630,3925704.5,3373715.5,3971102.25,3212252.25,3728434,2978051,2927080,3259581.75,3113940.75,3604641.5,3304496.75,2959455
"4664","P30101","PDIA3",699312768,574756224,686090240,1028345856,1171321728,844285568,743032192,969840320,1061536128,428897024,487168512,486432160,652486400,598046144,577810176,497257632,459071808,456097536,502410624,479911872,510321184,620247808,616558400,534534976,556404416,601091392,473151808
