name,ID,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.val,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.adj,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_significant,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,significant,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_ratio,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
ITPA,Q9BY32,0.1164661874164294,0.979522627173332,0.01585226410936684,0.4106285351436787,0.404,0.864,0.689,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,-0.207,0.00327,0.332,-0.106,-0.0353,-0.364,-0.00913,0.173,-0.242,-0.00471,-0.0321,0.629,-0.115
ITPK1,Q13572,0.650073509502884,0.723665775148194,0.9040219953823966,0.7258706888988171,0.796,0.831,0.915,0.891,FALSE,FALSE,FALSE,FALSE,FALSE,-0.508,-0.396,-0.135,-0.392,0.75,0.489,0.623,0.355,0.241,-1.77,0.354,-1.27,0.231
ITPKB,P27987,0.994686935951858,0.5982153096150924,0.013351543074503206,0.8620660460014286,0.861,0.806,0.674,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,0.00522,0.415,2.1,0.136,0.323,-1.37,0.507,-0.0529,0.328,-0.259,0.738,-0.86,0.643
ITPKC,Q96DU7,0.8806558754737941,0.37179506224978065,0.02035655680330667,0.798290176570156,0.845,0.735,0.71,0.899,FALSE,FALSE,FALSE,FALSE,FALSE,0.107,0.64,1.77,-0.181,0.225,-0.902,0.36,0.117,0.331,-1.3,0.865,0.126,0.178
ITPR2,Q14571,0.9955934660306367,0.9864197883828341,0.7585032755486155,0.9092405678943912,0.861,0.865,0.909,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,0.00801,0.0247,-0.447,0.165,0.292,0.764,0.395,0.223,0.301,-0.16,0.317,-2.69,0.561
ITPR3,Q14573,0.9334322223212743,0.5129017050742206,0.8229690747229079,0.8328233296331393,0.853,0.785,0.912,0.903,FALSE,FALSE,FALSE,FALSE,FALSE,0.107,0.843,0.287,0.271,0.183,0.739,0.187,-1.16,0.29,-2.32,1.03,0.602,0.458
ITPRID2,P28290,0.7170762756032292,0.21620908938181183,0.02854567115256894,0.57020583823769,0.813,0.635,0.736,0.868,FALSE,FALSE,FALSE,FALSE,FALSE,0.0622,0.216,0.4,0.0977,0.131,-0.0523,0.0976,-0.339,0.193,-0.226,0.347,-0.348,0.195
ITPRIP,Q8IWB1,0.9416012060868085,0.4467161486586593,0.39180940116403773,0.39459357953063345,0.854,0.765,0.883,0.824,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0677,-0.708,-0.799,0.794,0.556,0.646,0.259,0.714,0.488,0.0116,-0.153,-3.57,1.05
ITSN1,Q15811,0.3800729863564607,0.08298892146593283,1.379442298944263e-5,0.5776255799412432,0.682,0.424,0.109,0.869,FALSE,FALSE,FALSE,FALSE,FALSE,0.206,0.418,1.31,0.13,0.141,-0.753,0.365,-0.401,0.346,-0.819,0.559,0.0676,0.495
ITSN2,Q9NZM3,0.2900634859900315,0.012973877969984055,1.8996882752838254e-5,0.17901648941191284,0.611,0.186,0.121,0.689,FALSE,FALSE,FALSE,FALSE,FALSE,0.205,0.515,1.05,0.263,0.0318,-0.506,0.0856,-0.131,0.237,-0.556,0.546,-0.0557,0.348
IVD,P26440,0.14932572467371452,0.45425244119973707,0.5832425981713543,0.5307119391062203,0.452,0.767,0.899,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,0.694,0.353,-0.258,0.295,-0.954,-0.343,-0.504,-0.0954,-0.26,1.05,-0.601,1.92,-0.209
IVNS1ABP,Q9Y6Y0,0.451969636092279,0.3602205223210885,0.4060208951849559,0.15476098357738563,0.723,0.73,0.885,0.657,FALSE,FALSE,FALSE,FALSE,FALSE,0.387,0.472,0.428,0.746,0.242,0.287,-0.0565,0.472,0.629,0.214,0.715,-3.19,0.69
IWS1,Q96ST2,0.29941115323068435,0.044291222033910914,0.18218229438535696,0.15484676479781703,0.619,0.326,0.849,0.658,FALSE,FALSE,FALSE,FALSE,FALSE,0.256,0.516,0.332,0.355,-0.209,-0.0258,-0.0776,-0.479,0.0463,-0.115,0.306,0.277,0.277
JADE1,Q6IE81,0.44843704680760077,0.9910741488023317,0.12529275287005695,0.25482462951236245,0.721,0.865,0.83,0.756,FALSE,FALSE,FALSE,FALSE,FALSE,0.14,0.00205,-0.289,0.212,0.0409,0.332,-0.0257,-0.562,0.181,-0.208,0.0429,0.0127,0.186
JADE3,Q92613,0.10592248241867744,0.28471891242946296,0.28349784038808296,0.28274088257328567,0.385,0.688,0.87,0.774,FALSE,FALSE,FALSE,FALSE,FALSE,0.442,0.287,-0.288,0.288,-0.286,0.289,-0.158,-0.489,0.156,-0.0657,0.00129,0.421,0.13
JAG2,Q9Y219,0.49801608164164346,0.8609321756714196,0.08028533264933914,0.7738793917761914,0.744,0.851,0.805,0.897,FALSE,FALSE,FALSE,FALSE,FALSE,-0.554,-0.142,1.48,0.234,-0.166,-1.79,-0.0706,1.02,-0.72,1.35,-0.309,0.517,0.163
JAGN1,Q8N5M9,0.18621340640136877,0.7545022327357908,0.9673027721186708,0.5288006408682075,0.494,0.835,0.918,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,0.576,0.133,-0.0175,0.27,-0.517,-0.366,-0.55,0.529,0.0591,0.722,-0.384,0.787,-0.28
JAK1,P23458,0.5735715532723722,0.35208812020008806,0.6095079539632313,0.4053039373947399,0.773,0.726,0.9,0.827,FALSE,FALSE,FALSE,FALSE,FALSE,0.177,0.294,0.16,0.263,-0.304,-0.17,-0.203,0.78,-0.127,0.816,-0.00966,-0.841,0.0596
JAM2,P57087,0.9956621494039078,0.9237228824812235,0.7640529685788616,0.8868621782165579,0.861,0.858,0.909,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,0.00555,-0.0977,0.307,0.145,0.143,-0.261,-1.53,1.2,0.149,1.5,0.0457,0.124,-1.38
JAM3,Q9BX67,0.21784345599698002,0.20279320566704068,0.4055279537231824,0.3402797842183375,0.528,0.622,0.885,0.803,FALSE,FALSE,FALSE,FALSE,FALSE,0.52,0.539,0.348,0.4,-0.864,-0.673,-0.451,-0.157,-0.344,1.3,-0.326,1.57,-0.0513
JARID2,Q92833,4.5155536636531045e-4,7.108341238833688e-4,1.0763562230672373e-4,0.002596812842901179,0.00236,0.0379,0.223,0.0779,FALSE,FALSE,FALSE,FALSE,FALSE,0.825,0.787,0.947,0.677,-0.255,-0.415,0.187,-0.993,0.57,-0.503,0.532,0.0129,0.864
JAZF1,Q86VZ6,0.2636414767252129,0.047470421746782294,0.042065419913945565,0.03671448821633623,0.584,0.336,0.764,0.351,FALSE,FALSE,FALSE,FALSE,FALSE,1.9,3.49,3.59,3.7,-0.421,-0.52,-0.581,-3.15,1.48,-3.17,3.07,0.183,3.12
JCAD,Q9P266,0.07331937969648773,0.03668103481338709,0.004292456637893936,0.22383483900798054,0.323,0.301,0.563,0.733,FALSE,FALSE,FALSE,FALSE,FALSE,0.55,0.652,0.938,0.365,-0.128,-0.414,0.132,-0.801,0.422,-0.354,0.524,0.122,0.497
JDP2,Q8WYK2,0.1400312162870711,0.33432244118576737,0.013591777883402335,0.9256253111529013,0.44,0.717,0.675,0.911,FALSE,FALSE,FALSE,FALSE,FALSE,1.99,1.28,3.5,0.122,0.109,-2.11,2.09,-1.82,2.09,-1.31,1.39,-2.66,2.22
JMJD1C,Q15652,0.8836699950103337,0.17082034759819079,0.020509930453289547,0.2419018422771152,0.845,0.585,0.71,0.747,FALSE,FALSE,FALSE,FALSE,FALSE,-0.038,0.365,0.646,0.31,0.0686,-0.213,-0.0133,-0.366,0.0306,-0.278,0.433,0.0418,0.296
JMJD4,Q9H9V9,0.9603094324615166,0.8831926187061054,0.28487545598943703,0.07172452902757118,0.856,0.853,0.87,0.471,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0516,-0.152,1.13,-1.95,0.608,-0.67,0.58,0.166,0.557,-0.135,0.456,-0.192,-1.37
JMJD6,Q6NYC1,0.1099291720766778,0.7481813639634607,0.05978459322621071,0.03762592220586756,0.393,0.835,0.787,0.355,FALSE,FALSE,FALSE,FALSE,FALSE,-0.335,0.0651,-0.399,-0.446,-0.143,0.322,-0.0803,0.0892,-0.478,0.356,-0.0777,0.538,-0.526
JMJD8,Q96S16,0.5253147471416941,0.32266044267726146,0.36043798399973004,0.6132299781040469,0.755,0.711,0.88,0.875,FALSE,FALSE,FALSE,FALSE,FALSE,0.402,0.63,0.582,0.319,-0.192,-0.144,-0.114,-0.0854,0.209,0.465,0.438,-0.782,0.205
JOSD1,Q15040,0.7032322319597315,0.29021842953075894,0.15428416080823276,0.3172112688270069,0.81,0.692,0.841,0.792,FALSE,FALSE,FALSE,FALSE,FALSE,0.331,0.931,1.27,0.879,-0.894,-1.23,-0.678,2.5,-0.562,1.57,0.0375,-0.939,0.201
JPH1,Q9HDC5,0.7483233645739686,0.21509048079200752,0.05109511896876567,0.35802796356551136,0.82,0.634,0.777,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,0.0807,0.318,0.515,0.233,-0.134,-0.331,-0.0272,-0.405,-0.0533,0.135,0.184,0.427,0.206
JPT1,Q9UK76,0.28236859651271395,0.03403174780947406,2.8689796686398197e-5,0.7265675622897072,0.603,0.292,0.139,0.891,FALSE,FALSE,FALSE,FALSE,FALSE,0.588,1.21,2.87,0.189,0.116,-1.54,0.762,-1.36,0.703,-1.34,1.33,0.385,0.951
JPT2,Q9H910,0.6055883805353235,0.15089461288737513,2.2678178840986635e-4,0.8768371828366093,0.783,0.558,0.282,0.907,FALSE,FALSE,FALSE,FALSE,FALSE,0.287,0.818,2.46,-0.086,0.358,-1.29,0.849,-1.33,0.646,-1.54,1.18,0.359,0.763
JRKL,Q9Y4A0,0.023394794492032734,0.03778899842750334,0.18641252740210992,0.6229757207864004,0.159,0.305,0.85,0.877,FALSE,FALSE,FALSE,FALSE,FALSE,0.824,0.747,-0.459,0.167,-0.51,0.695,-0.00996,-0.48,0.314,0.00674,0.236,-0.409,0.158
JTB,O76095,0.9046203168079294,0.8350128690078839,0.9233294234493595,0.34658825162766393,0.848,0.847,0.916,0.805,FALSE,FALSE,FALSE,FALSE,FALSE,0.114,-0.199,-0.0919,-0.909,-0.494,-0.601,0.0839,1.05,-0.379,-0.566,-0.693,2.42,-0.825
JUN,P05412,0.37218886982885335,0.8013391905667054,0.005822987217421431,0.3654163059010769,0.677,0.842,0.594,0.813,FALSE,FALSE,FALSE,FALSE,FALSE,-0.361,-0.101,-1.22,0.366,-0.146,0.975,-0.5,-0.749,-0.507,0.15,-0.247,1.16,-0.134
JUNB,P17275,0.4502596511965896,0.011019240857602244,0.006869412320484433,0.3053474839180203,0.722,0.173,0.611,0.786,FALSE,FALSE,FALSE,FALSE,FALSE,0.869,3.16,3.4,-1.19,-1.38,-1.62,1.53,-2.3,-0.514,-1.36,1.78,3.52,0.344
JUND,P17535,0.7753076008959674,0.42326083911357715,0.05268510370907256,0.9111189150000671,0.826,0.756,0.779,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,0.113,0.319,0.803,0.0441,-0.00839,-0.493,0.0731,-0.793,0.104,-0.453,0.31,1.14,0.117
JUP,P14923,0.7873460215250292,0.6139678111476009,0.5963906651442552,0.9604366140236997,0.828,0.81,0.9,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,-0.086,0.161,0.169,0.0158,0.143,0.135,0.0433,0.351,0.0566,-0.27,0.304,-0.822,0.0591
KANK1,Q14678,0.768630221160497,0.13801097048513777,0.2340278394967224,0.19741823961176105,0.824,0.539,0.861,0.708,FALSE,FALSE,FALSE,FALSE,FALSE,0.331,1.72,1.36,1.48,-0.452,-0.0984,-0.504,-2.07,-0.121,-0.29,1.26,1.29,0.977
KANK2,Q63ZY3,0.48427693559697504,0.8101180950801393,0.7050473835052478,0.6345111241271199,0.738,0.844,0.906,0.879,FALSE,FALSE,FALSE,FALSE,FALSE,-0.26,-0.0887,0.14,-0.176,0.341,0.112,0.255,-0.143,0.0812,-1.18,0.252,0.199,0.0788
KANSL1,Q7Z3B3,0.2173560388130331,0.014069301224393592,0.005935240313522458,0.08639673367071166,0.528,0.192,0.596,0.518,FALSE,FALSE,FALSE,FALSE,FALSE,0.255,0.538,0.616,0.361,-0.1,-0.178,-0.0238,-0.313,0.154,-0.167,0.438,-0.147,0.337
KANSL2,Q9H9L4,0.6210595663303149,0.023208491995626152,0.009407337450561576,0.05145310791704884,0.788,0.245,0.642,0.406,FALSE,FALSE,FALSE,FALSE,FALSE,0.126,0.615,0.719,0.518,-0.18,-0.284,-0.0627,-0.663,-0.054,-0.144,0.436,0.495,0.456
KANSL3,Q9P2N6,0.2564814918280315,0.09140572981405198,0.2322788259469315,0.3771422246368068,0.576,0.445,0.861,0.818,FALSE,FALSE,FALSE,FALSE,FALSE,0.222,0.338,0.235,0.172,0.0884,0.192,0.149,-0.302,0.311,-0.332,0.426,-0.853,0.321
KARS1,Q15046,0.21548634026541374,0.8905792222084579,0.7871878481304837,0.20935466220460414,0.525,0.854,0.91,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,-0.234,-0.0255,0.0501,-0.238,0.187,0.111,0.145,0.196,-0.0472,-0.354,0.162,-0.306,-0.0927
KAT14,Q9H8E8,0.8789467039702761,0.16737092248033306,0.03509305185273818,0.7958996798666914,0.844,0.581,0.751,0.899,FALSE,FALSE,FALSE,FALSE,FALSE,0.101,-0.941,-1.49,-0.172,0.142,0.687,0.078,0.296,0.244,0.894,-0.799,-1.45,-0.0941
KAT2A,Q92830,0.4322103609329825,0.6763375557470435,0.1325726513307574,0.5699162121657702,0.713,0.822,0.833,0.868,FALSE,FALSE,FALSE,FALSE,FALSE,0.36,0.19,-0.705,0.259,-0.0104,0.884,-0.0588,0.0701,0.35,0.189,0.18,-1.8,0.201
KAT2B,Q92831,0.8337324200694001,0.882741584144468,0.3505912779193866,0.9983935794980204,0.837,0.853,0.879,0.917,FALSE,FALSE,FALSE,FALSE,FALSE,-0.177,-0.125,-0.797,-0.0017,0.428,1.1,0.224,0.196,0.251,-0.551,0.303,-2.17,0.222
KAT5,Q92993,0.7955008384894865,0.033572451411132416,0.02004402807998251,0.7250092304905371,0.83,0.291,0.708,0.891,FALSE,FALSE,FALSE,FALSE,FALSE,0.184,-1.6,-1.77,0.249,0.559,0.731,0.345,0.371,0.743,0.67,-1.04,-2.98,0.594
KAT6A,Q92794,0.3689996273365258,0.6405515486806557,0.08603187332767745,0.1941874563618284,0.674,0.815,0.809,0.705,FALSE,FALSE,FALSE,FALSE,FALSE,0.267,0.138,-0.525,0.391,-0.172,0.491,-0.21,-0.654,0.0951,0.116,-0.0343,0.187,0.181
KAT6B,Q8WYB5,0.748914748719615,0.9268368371399756,0.29054247968684327,0.5562608922247578,0.82,0.858,0.871,0.865,FALSE,FALSE,FALSE,FALSE,FALSE,0.132,-0.0377,-0.44,0.243,-0.307,0.0953,-0.266,-0.41,-0.176,0.575,-0.345,0.858,-0.0237
KAT7,O95251,0.12933970364550576,0.15799293977112838,0.3041461818065946,0.06813517752101883,0.425,0.568,0.873,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,0.343,0.318,-0.229,0.418,-0.0965,0.45,-0.0833,-0.722,0.246,-0.214,0.221,-0.136,0.335
KAT8,Q9H7Z6,0.031780695426009906,7.495426114004671e-4,0.004118640766588697,0.07414179597182617,0.198,0.0393,0.558,0.479,FALSE,FALSE,FALSE,FALSE,FALSE,0.416,0.716,0.583,0.339,-0.23,-0.097,-0.11,-0.527,0.186,-0.503,0.486,0.567,0.229
KATNA1,O75449,0.06284614599561097,8.826515232252802e-4,1.8334468544307036e-4,0.7725967944830454,0.297,0.0434,0.265,0.897,FALSE,FALSE,FALSE,FALSE,FALSE,0.477,0.947,1.11,0.0709,-0.175,-0.339,0.328,-0.329,0.302,-0.515,0.772,-0.445,0.399
KATNAL1,Q9BW62,0.7445967854980855,0.0446203023043625,0.001915068600313125,0.3855220039516918,0.819,0.327,0.473,0.821,FALSE,FALSE,FALSE,FALSE,FALSE,0.0661,0.429,0.715,0.177,0.0644,-0.222,0.148,-0.0617,0.13,-0.419,0.493,-0.458,0.325
KATNB1,Q9BVA0,0.5510358906268433,0.9661842340357354,0.4706301462633269,0.5324707320664182,0.765,0.863,0.89,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,0.116,-0.00822,0.141,0.122,0.046,-0.103,0.0118,-0.176,0.162,0.0865,0.0378,-0.199,0.133
KATNBL1,Q9H079,0.06560796910052236,0.24472397779981836,0.5277057069110906,0.5453643364521584,0.304,0.659,0.895,0.863,FALSE,FALSE,FALSE,FALSE,FALSE,2.23,1.37,0.736,0.705,-0.929,-0.292,1.09,-2.7,1.3,-0.547,0.444,-0.167,1.8
KAZN,Q674X7,0.18533419425205352,0.04092737412206043,2.535852636629617e-4,0.5373910124684609,0.493,0.314,0.291,0.861,FALSE,FALSE,FALSE,FALSE,FALSE,0.637,1.01,2.06,0.291,-0.326,-1.37,0.207,-0.565,0.311,-0.614,0.689,1.18,0.498
KBTBD11,O94819,0.25860079216035087,0.09319022359582041,0.10320656665161193,0.7016166817498719,0.578,0.45,0.82,0.888,FALSE,FALSE,FALSE,FALSE,FALSE,-0.279,-0.423,-0.409,-0.0931,0.401,0.388,0.0974,-0.472,0.123,-0.0847,-0.0212,-0.435,0.00423
KBTBD2,Q8IY47,0.3869327705855141,0.5815329170776982,0.24817520031684945,0.5281531390217866,0.686,0.803,0.864,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,-0.378,0.239,0.508,-0.274,0.307,0.0379,0.208,-0.519,-0.0709,-0.437,0.546,-0.00557,-0.0658
KBTBD7,Q8WVZ9,0.9063132245163812,0.8339108073962022,0.4464669350681072,0.039120590342135504,0.849,0.847,0.888,0.361,FALSE,FALSE,FALSE,FALSE,FALSE,-0.101,-0.179,-0.656,-1.86,0.621,1.1,0.887,-1.27,0.521,0.361,0.442,-1.68,-0.978
KCMF1,Q9P0J7,0.11392672369845376,0.9318540762627671,7.650746232119105e-4,0.15469850930802423,0.4,0.859,0.387,0.657,FALSE,FALSE,FALSE,FALSE,FALSE,-0.361,0.0189,0.867,-0.323,0.0203,-0.828,0.275,0.113,-0.341,-0.0612,0.0392,0.83,-0.048
KCNAB2,Q13303,0.8856365190870576,0.07145182534714828,0.026158104435701962,0.5408323273263465,0.845,0.398,0.73,0.862,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,-1.31,-1.65,-0.427,-0.264,0.0779,0.192,-0.42,-0.164,0.272,-1.57,2.11,-0.235
KCT2,Q8NC54,0.002689206207930512,1.5782233681006154e-4,8.613103966010668e-6,0.7821960872344702,0.0241,0.0133,0.0929,0.898,FALSE,FALSE,FALSE,FALSE,FALSE,0.699,0.949,1.21,0.0572,-1.34,-1.61,-0.635,1.69,-0.644,1.83,-0.394,1.68,-0.578
KCTD1,Q719H9,0.8442371101638835,0.9978580584186499,0.9610007760564196,0.934645583985883,0.839,0.866,0.917,0.912,FALSE,FALSE,FALSE,FALSE,FALSE,-0.274,0.00374,0.0681,-0.114,0.729,0.664,0.532,0.877,0.455,-1.28,0.732,-3.12,0.418
KCTD10,Q9H3F6,0.1756696980048219,0.42493619026577334,0.4529050778742989,0.1008654386495576,0.483,0.757,0.889,0.557,FALSE,FALSE,FALSE,FALSE,FALSE,-0.26,-0.151,-0.142,-0.319,0.0121,0.00306,0.239,0.127,-0.248,0.127,-0.139,-0.0425,-0.0794
KCTD12,Q96CX2,0.4166335943406059,0.7658248847087148,0.0025231876868357472,0.43809381008929715,0.704,0.837,0.504,0.837,FALSE,FALSE,FALSE,FALSE,FALSE,-0.106,-0.0386,0.442,-0.101,0.0902,-0.39,0.00585,0.293,-0.0159,-0.419,0.0516,0.48,-0.0954
KCTD15,Q96SI1,0.20137474025957006,0.8811268857546302,0.10824206408142777,0.024291716735379283,0.509,0.853,0.822,0.301,FALSE,FALSE,FALSE,FALSE,FALSE,-0.218,0.0249,0.277,-0.401,-0.00908,-0.261,0.132,0.131,-0.227,0.113,0.0159,0.374,-0.269
KCTD17,Q8N5Z5,0.20792299921838356,0.5567980211836957,0.46334879353854885,0.6932311718260666,0.515,0.797,0.89,0.887,FALSE,FALSE,FALSE,FALSE,FALSE,-1.9,-0.872,-1.09,0.584,0.231,0.45,-1.67,1.21,-1.67,0.975,-0.641,2.21,-1.09
KCTD18,Q6PI47,0.2793076369129682,0.26986554184815936,0.7990032605899708,0.09566132391441963,0.6,0.678,0.911,0.543,FALSE,FALSE,FALSE,FALSE,FALSE,0.662,0.675,0.154,1.04,-0.0884,0.433,-0.267,-0.32,0.573,-0.122,0.587,-1.57,0.773
KCTD2,Q14681,0.9540912483242863,0.2791535403664741,0.24915098054083357,0.8430481518396011,0.856,0.684,0.864,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,0.0396,-0.756,-0.807,0.136,-0.0945,-0.0438,-0.134,0.415,-0.0549,1,-0.851,-0.239,0.00241
KCTD21,Q4G0X4,0.19392800793418075,0.049286890614143535,0.4474677630953591,0.0404185972465646,0.502,0.342,0.888,0.365,FALSE,FALSE,FALSE,FALSE,FALSE,0.879,1.37,0.506,-1.43,-0.811,0.051,0.385,0.167,0.0674,0.547,0.557,0.0855,-1.05
KCTD3,Q9Y597,0.4500032596122897,0.20347570765757694,5.539798747222927e-4,0.23217527269593805,0.722,0.622,0.358,0.739,FALSE,FALSE,FALSE,FALSE,FALSE,0.174,0.297,0.927,0.278,0.0249,-0.606,0.0269,-0.109,0.199,-0.114,0.321,-0.0477,0.305
KCTD5,Q9NXV2,0.33119134319123156,0.6498650288921145,0.01231109415873583,0.0032885674373850553,0.647,0.817,0.667,0.0951,FALSE,FALSE,FALSE,FALSE,FALSE,-0.163,0.0756,0.452,-0.548,-0.051,-0.427,0.328,0.103,-0.214,-0.0517,0.0245,0.508,-0.22
KCTD9,Q7L273,0.6493443602981332,0.9436090500766049,0.18514931541329782,0.6377064483250252,0.796,0.86,0.85,0.879,FALSE,FALSE,FALSE,FALSE,FALSE,-0.177,0.0275,0.527,-0.184,0.437,-0.0622,0.116,0.383,0.26,-0.706,0.465,-0.827,-0.0673
KDELR1,P24390,0.8793724563594179,0.7109552999720271,0.8178021951045862,0.5645974209587648,0.844,0.828,0.911,0.867,FALSE,FALSE,FALSE,FALSE,FALSE,0.0785,-0.192,-0.119,0.299,0.209,0.136,0.154,-0.289,0.287,0.286,0.0168,-1.25,0.454
KDELR2,P33947,0.2008387827259207,0.13325602015120402,0.5670140827953478,0.40958198003284685,0.508,0.531,0.898,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,0.721,0.853,0.317,0.459,-0.468,0.0679,-0.266,0.611,0.253,-0.21,0.385,-0.566,0.193
KDM1A,O60341,0.36045598424780256,0.7200368178696067,0.010809654360340856,0.3142744742335301,0.668,0.83,0.655,0.791,FALSE,FALSE,FALSE,FALSE,FALSE,0.174,0.0677,-0.524,0.192,0.0104,0.602,0.0217,-0.179,0.185,-0.327,0.0781,-0.606,0.214
KDM1B,Q8NB78,0.20183202141470796,0.8650538034212907,0.007832984904922312,0.026442499975664557,0.509,0.851,0.624,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,0.233,0.0304,-0.523,0.424,0.0479,0.601,-0.121,-0.409,0.281,-0.147,0.0783,-0.635,0.303
KDM2A,Q9Y2K7,0.18290939690688593,0.14281823839156293,0.24846947192778146,0.29125263312978145,0.491,0.546,0.864,0.779,FALSE,FALSE,FALSE,FALSE,FALSE,0.353,0.391,-0.304,0.277,-0.279,0.416,-0.144,-0.785,0.0743,-0.0137,0.112,0.486,0.133
KDM2B,Q8NHM5,0.1501427114820805,0.25889364032386514,0.0883068222954448,0.045562569738685145,0.453,0.67,0.811,0.384,FALSE,FALSE,FALSE,FALSE,FALSE,0.477,0.371,-0.572,0.68,-0.268,0.674,-0.255,-0.871,0.209,0.0511,0.102,-0.0685,0.426
KDM3A,Q9Y4C1,0.11420591592553439,0.06390586147197125,0.20191177139209032,0.31613472190239533,0.4,0.381,0.854,0.792,FALSE,FALSE,FALSE,FALSE,FALSE,0.451,0.535,0.36,0.281,-0.101,0.0744,0.014,-0.317,0.35,-0.31,0.434,-0.439,0.295
KDM3B,Q7LBC6,0.8328031696738871,0.11539104749177528,0.191863491006533,0.6103664890781382,0.837,0.498,0.852,0.875,FALSE,FALSE,FALSE,FALSE,FALSE,0.0399,0.307,0.252,0.0965,0.0766,0.132,0.148,-0.0194,0.116,-0.362,0.384,-0.719,0.244
KDM4A,O75164,0.7858431048292512,0.35136513311265394,0.06010238288158855,0.6555472426071502,0.828,0.726,0.788,0.882,FALSE,FALSE,FALSE,FALSE,FALSE,0.0449,0.156,0.325,-0.0738,0.0728,-0.0967,0.185,-0.159,0.118,-0.437,0.228,-0.0217,0.111
KDM4B,O94953,0.4765482622088806,0.3958493437826822,0.642894010196835,0.14805930765291136,0.735,0.745,0.902,0.648,FALSE,FALSE,FALSE,FALSE,FALSE,0.209,0.25,0.136,0.434,-0.0484,0.0661,-0.154,-0.342,0.161,-0.0781,0.202,-0.0871,0.281
KDM5A,P29375,0.4919735263196642,0.915221753362744,0.13797271604933428,0.3174955514657012,0.742,0.857,0.835,0.792,FALSE,FALSE,FALSE,FALSE,FALSE,0.154,0.0238,-0.341,0.226,0.0519,0.417,0.0581,-0.501,0.206,0.0261,0.0757,-0.618,0.284
KDM5B,Q9UGL1,0.004189351610403423,0.05710239468620969,0.39197764471895635,0.0011589669180411448,0.0381,0.364,0.883,0.0382,FALSE,FALSE,FALSE,FALSE,FALSE,0.775,0.484,0.21,0.908,-0.088,0.186,-0.121,-0.868,0.687,-1.1,0.396,0.12,0.787
KDM5C,P41229,0.05405655458392396,0.07684679188024626,0.06439433262731169,0.13736899734199623,0.274,0.408,0.792,0.631,FALSE,FALSE,FALSE,FALSE,FALSE,0.56,0.51,0.535,0.423,-0.323,-0.348,-0.25,-0.654,0.237,0.296,0.187,0.682,0.173
