name,ID,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,significant,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
TRIM21,P19474,0.37857071257170505,0.015943286971134507,0.09829293922577088,0.643,0.692,1,FALSE,FALSE,FALSE,FALSE,-1.14,3.33,2.19,2.76,0.0851,-0.818,-1.74,0.546,1.59,-0.245,-0.602,-1.57
TRIM23,P36406,0.2677957804061956,0.4931410221030008,0.08105022099464548,0.623,0.886,1,FALSE,FALSE,FALSE,FALSE,3.48,2.13,5.6,0.324,-2.52,-2.13,2.53,-2.64,4.66,2.25,-0.947,-1.53
TRIM24,O15164,0.0019357540984651078,0.7214520719712137,0.004438621198043144,0.501,0.905,1,FALSE,FALSE,FALSE,FALSE,-0.488,0.0494,-0.439,0.0537,0.39,0.147,-0.666,0.24,-0.617,0.158,-0.178,0.471
TRIM25,Q14258,0.012745955378795294,0.6231110739892365,0.004168228096062082,0.517,0.898,1,FALSE,FALSE,FALSE,FALSE,-0.344,-0.0627,-0.407,0.0408,-0.353,0.145,0.0124,-0.122,-0.0503,-0.0287,0.356,-2.11e-4
TRIM26,Q12899,0.4699604787809689,0.8932813005715139,0.55479766286166865,0.656,0.915,1,FALSE,FALSE,FALSE,FALSE,0.101,-0.0186,0.0822,-0.101,-0.474,-0.0579,0.462,-0.301,0.444,-0.134,0.362,-0.199
TRIM27,P14373,0.349228417514747,0.261422020934604,0.047335437576222425,0.638,0.848,1,FALSE,FALSE,FALSE,FALSE,-0.204,-0.246,-0.449,-0.0428,-0.188,-0.137,-0.16,0.275,-0.405,0.262,0.0439,0.353
TRIM28,Q13263,0.013546694665249518,0.5617502404460578,0.003609343966452655,0.518,0.892,1,FALSE,FALSE,FALSE,FALSE,-0.498,-0.108,-0.606,-0.144,0.114,0.216,-0.0805,-0.244,-0.189,0.0836,0.417,-0.173
TRIM3,O75382,0.2453492860891516,0.9777010439740537,0.2347470209662147,0.618,0.919,1,FALSE,FALSE,FALSE,FALSE,0.386,0.00912,0.395,0.231,0.443,0.0876,-0.277,0.227,-0.268,0.0997,-0.663,0.119
TRIM32,Q13049,0.009293580655052765,0.6783316112918598,0.02319719614373257,0.512,0.902,1,FALSE,FALSE,FALSE,FALSE,0.617,-0.0901,0.527,-0.0609,0.163,-0.113,0.444,-0.253,0.354,-0.039,-0.173,-0.322
TRIM33,Q9UPN9,0.36873796725012997,0.694909781119398,0.6075593265482875,0.641,0.903,1,FALSE,FALSE,FALSE,FALSE,-0.121,0.0525,-0.0688,0.0285,0.41,0.133,-0.235,-0.0817,-0.183,-0.0407,-0.114,0.0828
TRIM36,Q9NQ86,0.035753998254731516,0.010819370730983753,0.5819607415296422,0.539,0.677,1,FALSE,FALSE,FALSE,FALSE,2.55,-3.19,-0.634,1.65,-0.861,-0.112,1.66,-1.24,-1.52,2.02,-0.888,-0.719
TRIM4,Q9C037,0.1713257358021585,0.7919251710851256,0.26302246027711135,0.601,0.909,1,FALSE,FALSE,FALSE,FALSE,0.27,-0.0508,0.219,-0.117,0.2,-0.0972,0.123,0.101,0.0723,-0.0415,-0.147,-0.0937
TRIM41,Q8WV44,0.04006979950692193,0.30630346390059016,0.26493144952982756,0.542,0.858,1,FALSE,FALSE,FALSE,FALSE,0.708,-0.339,0.37,0.2,0.304,0.0369,0.646,-0.584,0.307,-0.507,-0.0628,-0.339
TRIM44,Q96DX7,0.23973444376594022,0.7015016496082473,0.12521532042881164,0.617,0.904,1,FALSE,FALSE,FALSE,FALSE,-1.25,-0.401,-1.65,-1.29,-1.01,0.187,1.04,-0.306,0.636,-0.308,2.29,-1.23
TRIM56,Q9BRZ2,1.8293623564137723e-4,0.05768922307076582,0.0182620153389697,0.498,0.741,1,FALSE,FALSE,FALSE,FALSE,-0.889,0.39,-0.498,-0.178,0.175,-0.225,-0.0603,-0.402,0.33,-0.276,0.828,-0.193
TRIM65,Q6PJ69,0.17845458266531222,0.30205548912654284,0.7408451577203135,0.603,0.857,1,FALSE,FALSE,FALSE,FALSE,1.4,-1.06,0.336,0.286,0.345,0.268,0.299,0.419,-0.761,0.0104,-1.1,0.229
TRIM9,Q9C026,0.5072492880424714,0.045011310587415754,0.010763429447867305,0.661,0.733,1,FALSE,FALSE,FALSE,FALSE,-0.368,-1.17,-1.53,0.0997,-0.751,0.369,0.142,0.192,-1.02,0.318,0.51,0.146
TRIO,O75962,2.833903206288103e-4,0.9478806208960543,3.3047459030813596e-4,0.499,0.918,1,FALSE,FALSE,FALSE,FALSE,2.39,-0.0359,2.35,0.278,-0.184,0.246,0.398,0.288,0.362,0.233,-1.99,0.369
TRIOBP,Q9H2D6,0.03933043213760662,0.38923929920174494,0.19984957344185006,0.541,0.872,1,FALSE,FALSE,FALSE,FALSE,-0.39,0.155,-0.234,0.189,-0.284,0.269,-0.375,0.0524,-0.22,0.243,0.014,0.112
TRIP10,Q15642,1.1131204978928845e-4,0.6933280371846149,2.806363947241757e-4,0.497,0.903,1,FALSE,FALSE,FALSE,FALSE,-1.28,0.107,-1.18,0.0396,-0.639,0.451,-0.381,-0.206,-0.274,0.109,0.903,-0.00166
TRIP11,Q15643,0.23326406337987074,0.13053734973160808,0.010960703069444652,0.616,0.795,1,FALSE,FALSE,FALSE,FALSE,-0.389,-0.499,-0.888,-0.107,-0.26,0.365,-0.322,0.223,-0.821,0.608,0.0672,0.248
TRIP12,Q14669,0.44541436536850043,0.0012535713568160927,2.0533065194945678e-4,0.653,0.636,1,FALSE,FALSE,FALSE,FALSE,0.133,0.641,0.774,0.0673,0.801,0.041,-0.551,0.14,0.0904,0.0452,-0.683,0.0488
TRIP13,Q15645,0.048242740499682996,0.5845895907348131,0.015087618844510734,0.549,0.895,1,FALSE,FALSE,FALSE,FALSE,0.416,0.11,0.526,0.0503,-0.098,-0.0375,0.206,-0.0579,0.316,-0.036,-0.211,-0.132
TRIP4,Q15650,0.07905597253424368,0.35749911745909024,0.3739882881073433,0.568,0.867,1,FALSE,FALSE,FALSE,FALSE,-0.301,0.153,-0.148,0.052,-0.216,-0.048,-0.27,0.107,-0.117,0.284,0.0308,0.178
TRIP6,Q15654,0.0019225752307975151,0.9264713137992546,0.001548674138861862,0.501,0.917,1,FALSE,FALSE,FALSE,FALSE,-1.42,-0.037,-1.45,-0.222,-1.54,0.267,-0.0709,-0.122,-0.108,0.191,1.34,0.26
TRIQK,Q629K1,1.4032192438256017e-5,0.012923135634100864,0.0073325804422028846,0.489,0.685,1,FALSE,FALSE,FALSE,FALSE,-1.91,0.911,-0.997,-0.499,-0.16,-0.118,-0.928,0.228,-0.0166,0.484,0.98,0.0297
TRIR,Q9BQ61,4.4484765716115596e-4,0.574087717371156,0.0016786166909471523,0.5,0.894,1,FALSE,FALSE,FALSE,FALSE,-1.75,0.238,-1.51,-0.102,-0.939,0.614,-1.2,0.485,-0.959,0.937,0.552,0.609
TRMT1,Q9NXH9,0.7116140267747708,0.2047062553807215,0.10739796417855893,0.682,0.831,1,FALSE,FALSE,FALSE,FALSE,-0.0487,-0.17,-0.219,0.0805,0.26,-0.0429,0.107,-0.269,-0.0631,-0.0204,0.156,-0.209
TRMT10A,Q8TBZ6,8.701285290863573e-5,0.8120542997124254,1.5145104900601722e-4,0.496,0.911,1,FALSE,FALSE,FALSE,FALSE,-1.03,0.0506,-0.981,-0.0127,0.222,0.0668,-0.205,-0.488,-0.154,-0.00245,0.828,-0.256
TRMT10C,Q7L0Y3,0.03836993182020265,0.08940381239919067,7.082627196558259e-4,0.54,0.764,1,FALSE,FALSE,FALSE,FALSE,0.418,0.336,0.754,-0.291,0.071,-0.336,0.198,-0.009,0.534,0.0406,-0.22,0.0129
TRMT11,Q7Z4G4,0.7749441978302537,0.01306278948514419,0.02436886356027299,0.688,0.685,1,FALSE,FALSE,FALSE,FALSE,0.115,-1.09,-0.971,0.32,0.0413,-0.0895,0.0546,0.31,-1.03,0.126,-0.0609,0.331
TRMT112,Q9UI30,0.001566213945068158,0.8481889568577243,0.002451498421951969,0.501,0.913,1,FALSE,FALSE,FALSE,FALSE,-0.701,0.0371,-0.664,0.0901,-0.666,0.273,-0.433,0.277,-0.396,0.383,0.268,0.203
TRMT13,Q9NUP7,0.013029399622141679,0.730033695496878,0.02758560418770587,0.517,0.906,1,FALSE,FALSE,FALSE,FALSE,0.561,-0.072,0.489,0.265,0.406,0.175,-0.0251,-0.0269,-0.0971,0.0801,-0.586,-0.191
TRMT1L,Q7Z2T5,0.01936863652686092,0.8428935774745137,0.012532039218719405,0.525,0.912,1,FALSE,FALSE,FALSE,FALSE,0.434,0.0342,0.468,-0.0338,0.63,-0.233,0.0973,-0.0946,0.132,-0.107,-0.337,-0.0535
TRMT2A,Q8IZ69,5.356104874566554e-4,0.02569530430727095,2.3962141843927673e-6,0.5,0.712,1,FALSE,FALSE,FALSE,FALSE,0.798,0.467,1.26,-0.0457,0.549,0.0132,-0.0105,-0.0147,0.456,-0.144,-0.808,0.00502
TRMT2B,Q96GJ1,0.9010308318646096,0.3612363107301142,0.4283129105955551,0.698,0.868,1,FALSE,FALSE,FALSE,FALSE,-0.15,1.11,0.961,0.238,1.06,-0.468,-1.44,0.383,-0.329,0.481,-1.29,1.36
TRMT5,Q32P41,0.11357691758802395,0.09258668258878912,0.9121313999888752,0.582,0.767,1,FALSE,FALSE,FALSE,FALSE,0.504,-0.538,-0.034,-0.102,0.0971,-0.154,0.42,0.0588,-0.118,0.0392,-0.0838,-0.157
TRMT6,Q9UJA5,0.3711390658273338,0.4846303489104058,0.11948084928244877,0.642,0.885,1,FALSE,FALSE,FALSE,FALSE,-0.126,-0.0982,-0.224,-0.166,0.284,-0.159,0.227,-0.261,0.128,-0.0581,0.353,-0.348
TRMT61A,Q96FX7,0.7611559967735314,0.5886623277887512,0.4012136014275305,0.687,0.895,1,FALSE,FALSE,FALSE,FALSE,-0.0676,-0.121,-0.188,-0.112,0.0261,-0.0905,0.206,-0.12,0.0852,-0.139,0.273,-0.129
TRMT61B,Q9BVS5,0.1537886288823715,0.03507849283174289,0.4449535749898065,0.595,0.724,1,FALSE,FALSE,FALSE,FALSE,-0.576,0.879,0.303,-0.201,-0.151,-0.196,-0.435,0.0161,0.444,0.194,0.141,0.188
TRMU,O75648,1.4847774281410276e-4,0.9208792171832678,1.1775941906303515e-4,0.498,0.916,1,FALSE,FALSE,FALSE,FALSE,4.02,0.0864,4.1,0.296,0.381,0.438,0.633,0.349,0.72,0.114,-3.38,0.455
TRNT1,Q96Q11,0.005848391786593665,0.7551171164154316,0.011837871970131591,0.506,0.907,1,FALSE,FALSE,FALSE,FALSE,0.789,-0.0808,0.708,0.137,0.506,-0.0666,0.0979,0.0301,0.0171,-0.00649,-0.691,-0.0233
TRO,Q12816,0.16306577356439467,0.35109583422880375,0.026156880485695536,0.598,0.866,1,FALSE,FALSE,FALSE,FALSE,1.17,0.773,1.95,0.553,0.426,0.468,-1.18,0.652,-0.408,1.06,-2.35,0.789
TROAP,Q12815,0.21249404334225858,0.24744556282659252,0.022261653117941958,0.611,0.844,1,FALSE,FALSE,FALSE,FALSE,-1.11,-1.03,-2.15,0.384,-3.04,0.866,-0.827,1.09,-1.86,1.74,0.288,1.37
TRPS1,Q9UHF7,0.007739968946663074,0.054118882480542266,0.3706002114083038,0.509,0.739,1,FALSE,FALSE,FALSE,FALSE,-0.957,0.661,-0.296,-0.132,-0.0567,0.256,-0.761,0.0927,-0.099,-0.0396,0.197,0.542
TRPT1,Q86TN4,0.015622413478972856,0.944512622683678,0.013400119976510704,0.52,0.918,1,FALSE,FALSE,FALSE,FALSE,-0.437,-0.0117,-0.449,-0.0413,-0.0196,0.0536,-0.273,0.0361,-0.284,0.259,0.165,0.104
TRRAP,Q9Y4A5,0.02985644737496534,0.6130667804800332,0.009874056334747073,0.535,0.897,1,FALSE,FALSE,FALSE,FALSE,3.23,0.709,3.94,0.452,1.27,0.252,-0.324,0.643,0.386,0.17,-3.55,0.704
TRUB1,Q8WWH5,0.5684728308388575,0.9839336725740744,0.5820397444791316,0.668,0.919,1,FALSE,FALSE,FALSE,FALSE,0.106,-0.0037200000000000002,0.102,0.101,0.118,0.00668,0.0932,-0.176,0.0895,-0.137,-0.0126,-0.0827
TRUB2,O95900,0.015184082916702096,0.052355179630839875,1.340724721000892e-4,0.519,0.737,1,FALSE,FALSE,FALSE,FALSE,0.54,0.419,0.959,0.0224,0.138,-0.0563,0.141,-0.0923,0.56,-0.368,-0.399,0.0543
TSC1,Q92574,0.7953394055115516,0.2572604026870859,0.37705392353820977,0.69,0.846,1,FALSE,FALSE,FALSE,FALSE,-0.0666,0.295,0.229,0.153,-0.481,0.197,-0.0764,-0.209,0.219,0.0579,-0.0098,0.149
TSC2,P49815,1.2371084774026461e-5,0.9727762422005021,1.33519157898437e-5,0.488,0.919,1,FALSE,FALSE,FALSE,FALSE,1.28,-0.00765,1.27,0.232,-0.27,0.146,0.385,0.0473,0.378,0.256,-0.893,-0.282
TSC22D1,Q15714,0.1315570941562471,0.652610470712834,0.27778080580740794,0.588,0.9,1,FALSE,FALSE,FALSE,FALSE,-1,0.291,-0.71,0.314,-2.02,0.542,-0.347,0.273,-0.0566,0.186,0.653,0.455
TSC22D2,O75157,0.14574351221010792,0.13833753663766296,0.006252546960379087,0.593,0.8,1,FALSE,FALSE,FALSE,FALSE,-0.676,-0.689,-1.37,-1.02,-0.585,-0.905,1.53,-0.265,0.837,-0.581,2.2,-1.21
TSC22D3,Q99576,0.6425052026844194,0.0011802226070517577,3.9433546633408495e-4,0.675,0.635,1,FALSE,FALSE,FALSE,FALSE,-0.322,-2.58,-2.9,1,-0.601,0.812,-0.167,0.701,-2.75,0.62,0.155,0.225
TSC22D4,Q9Y3Q8,0.5432341523573937,0.01544729640782494,0.003882048751166748,0.665,0.691,1,FALSE,FALSE,FALSE,FALSE,-0.122,-0.525,-0.647,0.153,-0.664,0.315,-0.259,0.239,-0.783,0.764,-0.136,0.371
TSEN15,Q8WW01,0.18621346968482405,0.2143910971743859,0.9318354819145844,0.605,0.834,1,FALSE,FALSE,FALSE,FALSE,0.362,-0.339,0.0229,0.407,0.021,0.39,-0.113,0.401,-0.452,0.0729,-0.475,-0.253
TSEN2,Q8NCE0,0.3708215246673443,0.8921726447788247,0.4455159268056369,0.642,0.915,1,FALSE,FALSE,FALSE,FALSE,1.09,-0.163,0.923,1.95,1.07,0.42,0.157,-1.68,-0.00522,-0.341,-0.928,-0.642
TSEN34,Q9BSV6,0.0030218351221442956,0.5567620383441796,0.01162046558346596,0.502,0.892,1,FALSE,FALSE,FALSE,FALSE,0.587,-0.104,0.483,-0.153,-0.0229,0.0161,0.154,-0.00374,0.0505,0.341,-0.433,0.0497
TSEN54,Q7Z6J9,0.7326087572360316,0.07322430479109875,0.03685444811825123,0.684,0.75,1,FALSE,FALSE,FALSE,FALSE,-0.276,-1.51,-1.78,0.0428,0.0609,0.138,0.103,0.146,-1.41,0.358,0.379,0.178
TSFM,P43897,0.32172204053298326,0.01821525096467615,0.0018542645193468227,0.633,0.697,1,FALSE,FALSE,FALSE,FALSE,0.196,0.496,0.691,-0.321,0.216,-0.559,0.0113,0.12,0.507,-0.196,-0.184,0.407
TSG101,Q99816,0.017221399700485016,0.6006047152139684,0.051971273805978234,0.522,0.896,1,FALSE,FALSE,FALSE,FALSE,-0.382,0.0782,-0.304,-0.183,-0.789,-0.0218,0.14,-0.124,0.218,0.332,0.522,-0.0943
TSHZ1,Q6ZSZ6,0.07379961458915331,0.5779207965235709,0.023547148661501264,0.565,0.894,1,FALSE,FALSE,FALSE,FALSE,-0.984,-0.295,-1.28,0.00762,-0.335,-0.472,0.232,-0.294,-0.0631,-0.0541,1.22,-0.238
TSHZ3,Q63HK5,0.4541517262488848,0.19218134865812103,0.5640290753831179,0.654,0.826,1,FALSE,FALSE,FALSE,FALSE,0.382,-0.676,-0.294,0.174,0.354,0.399,-0.357,0.299,-1.03,0.402,-0.739,0.502
TSKU,Q8WUA8,0.21216413961733696,0.5907866323713789,0.46636869964383343,0.611,0.895,1,FALSE,FALSE,FALSE,FALSE,1.57,-0.667,0.907,-0.0507,-0.135,-2.05,1.8,0.385,1.13,-1.44,0.228,0.12
TSN,Q15631,0.5289791505012433,4.427701291622395e-4,0.00196135482773999,0.663,0.615,1,FALSE,FALSE,FALSE,FALSE,0.108,-0.706,-0.599,0.254,-0.0217,0.112,0.133,0.0229,-0.573,0.121,0.0253,-0.0723
TSNAX,Q99598,0.40250648843514425,0.009723443380361138,0.0013836433756259172,0.646,0.675,1,FALSE,FALSE,FALSE,FALSE,-0.129,-0.432,-0.561,-0.00369,-0.0918,0.148,0.0664,-0.0416,-0.365,0.224,0.195,-0.131
TSPAN10,Q9H1Z9,0.8213624041794865,0.7283452751582258,0.9029750627081814,0.692,0.905,1,FALSE,FALSE,FALSE,FALSE,-0.277,0.427,0.15,-0.881,-3.74,0.192,2.43,-1.23,2.85,-1.23,2.7,-1.09
TSPAN13,O95857,0.26331699796621144,0.16977350705544692,0.018127755026369947,0.622,0.817,1,FALSE,FALSE,FALSE,FALSE,0.415,0.513,0.928,-0.173,-1.13,0.0422,1.19,-0.174,1.71,-2.2,0.778,-0.0332
TSPAN14,Q8NG11,0.08967495014862734,0.8147872202702179,0.13766806068510604,0.572,0.911,1,FALSE,FALSE,FALSE,FALSE,2.78,-0.37,2.41,-0.113,-1.09,-1.27,2.42,-0.482,2.05,-0.713,-0.368,-0.432
TSPAN3,O60637,0.3017577058599377,0.09588915366930927,0.010920095426140142,0.629,0.769,1,FALSE,FALSE,FALSE,FALSE,0.136,0.224,0.36,-0.156,-0.289,-0.19,0.556,-0.332,0.78,-0.566,0.421,-0.224
TSPAN31,Q12999,0.09264470817019593,0.11115486457767214,0.002655556263328607,0.574,0.782,1,FALSE,FALSE,FALSE,FALSE,0.946,0.893,1.84,-0.242,-0.936,0.269,0.514,-0.314,1.41,-0.189,-0.432,-0.0781
TSPAN33,Q86UF1,0.3882246336375139,0.9596864528891194,0.36183524880241924,0.644,0.918,1,FALSE,FALSE,FALSE,FALSE,0.934,0.0542,0.988,-0.67,-0.303,0.698,0.565,-0.222,0.62,-0.463,-0.369,0.144
TSPAN6,O43657,0.9558314420753433,0.04555782774060317,0.050961263177983725,0.703,0.733,1,FALSE,FALSE,FALSE,FALSE,-0.0131,0.499,0.486,-0.0433,-0.517,-0.224,0.488,-0.0158,0.987,-1.11,0.501,-0.0657
TSPYL1,Q9H0U9,0.6094382653666487,0.3010409119187733,0.12971584507660466,0.672,0.857,1,FALSE,FALSE,FALSE,FALSE,0.0785,0.161,0.239,-0.261,-0.255,0.188,0.0653,-0.106,0.226,0.198,-0.0132,-0.043
TSR1,Q2NL82,0.008544782897448033,0.5549193802873826,0.031234304080799396,0.51,0.892,1,FALSE,FALSE,FALSE,FALSE,-0.528,0.109,-0.419,-0.225,0.185,-0.12,-0.0773,-0.108,0.0313,0.101,0.45,-0.238
TSR2,Q969E8,0.0185197461715508,0.43869124440728713,0.09113093624123714,0.523,0.879,1,FALSE,FALSE,FALSE,FALSE,-1.16,0.358,-0.805,-0.216,-0.766,-0.126,0.0612,-0.0937,0.419,-0.527,1.22,0.0239
TSR3,Q9UJK0,0.26468573387660527,0.23057048780376352,0.02721218836046262,0.622,0.839,1,FALSE,FALSE,FALSE,FALSE,-0.187,-0.201,-0.388,0.123,-0.019,0.0372,0.15,-0.188,-0.0513,-0.0804,0.337,-0.308
TSSC4,Q9Y5U2,0.07931967164318218,0.2789421037500651,0.46996201363082635,0.568,0.852,1,FALSE,FALSE,FALSE,FALSE,-0.922,0.555,-0.367,-0.1,-1.13,0.201,-0.876,0.499,-0.321,0.677,0.0459,1
TST,Q16762,0.18034651251281716,0.5041718069488248,0.48695246875925713,0.603,0.887,1,FALSE,FALSE,FALSE,FALSE,0.225,-0.11,0.115,-0.101,0.21,-0.298,0.119,0.131,0.00894,-0.324,-0.106,0.36
TSTD2,Q5T7W7,0.0024119108646769357,0.47425718599519473,0.01251123893129481,0.502,0.883,1,FALSE,FALSE,FALSE,FALSE,-3.45,0.723,-2.72,0.0741,-0.0426,-0.701,-0.483,-0.914,0.24,-0.405,2.96,-0.733
TTC1,Q99614,0.0020838254052579913,0.16853534262704842,0.047742457949712734,0.502,0.816,1,FALSE,FALSE,FALSE,FALSE,-1.81,0.731,-1.08,-0.889,-0.96,-0.575,0.345,-0.493,1.08,-0.347,2.15,-0.31
TTC12,Q9H892,0.011439979552734712,0.06386837929443098,1.256543511964271e-4,0.515,0.745,1,FALSE,FALSE,FALSE,FALSE,-2.71,-1.91,-4.62,0.035,-0.125,0.541,-0.202,-0.203,-2.11,-0.142,2.51,-0.303
TTC13,Q8NBP0,0.0010593948431886747,0.4018757532100309,1.450023407986519e-4,0.501,0.874,1,FALSE,FALSE,FALSE,FALSE,1.83,0.41,2.24,0.261,0.56,0.0475,0.15,0.242,0.56,-0.635,-1.68,0.497
TTC14,Q96N46,0.20719940843545695,0.24787588801727425,0.9108983517235223,0.61,0.844,1,FALSE,FALSE,FALSE,FALSE,-0.258,0.235,-0.0224,0.122,0.182,0.0449,-0.542,0.353,-0.307,0.0801,-0.284,0.351
TTC17,Q96AE7,0.04525166700995251,0.955584269869362,0.05065406906357908,0.546,0.918,1,FALSE,FALSE,FALSE,FALSE,2.2,-0.058,2.14,0.703,0.869,0.711,-0.712,0.576,-0.77,0.573,-2.91,0.961
TTC19,Q6DKK2,0.006040371269720623,0.32047224430439053,0.05332191915068239,0.506,0.861,1,FALSE,FALSE,FALSE,FALSE,-0.56,0.185,-0.374,-0.09,-0.175,0.0415,-0.484,0.414,-0.299,0.348,0.0755,0.169
TTC27,Q6P3X3,0.2707373426832795,0.3954744258857025,0.7941740721789671,0.623,0.873,1,FALSE,FALSE,FALSE,FALSE,1.1,-0.845,0.257,-0.153,0.151,-0.0673,0.268,0.386,-0.577,0.467,-0.834,0.359
TTC28,Q96AY4,0.023052216493997905,0.2852300997138171,0.1874841902109146,0.529,0.853,1,FALSE,FALSE,FALSE,FALSE,-0.785,0.35,-0.435,-0.0579,-0.936,0.285,-1.11,0.773,-0.757,1.06,-0.322,1.06
TTC3,P53804,0.3296770582385543,0.5760493953008687,0.6712564911206322,0.634,0.894,1,FALSE,FALSE,FALSE,FALSE,-0.72,0.41,-0.31,-1.44,-0.592,-1.04,-0.146,-0.147,0.264,1.23,0.574,1.29
TTC33,Q6PID6,0.07093745243945988,0.09910696877496304,0.0016566288586620198,0.563,0.772,1,FALSE,FALSE,FALSE,FALSE,-0.444,-0.402,-0.846,0.0589,0.43,-0.0173,0.0959,-0.376,-0.307,-0.0679,0.54,-0.356
TTC38,Q5R3I4,0.24929341018678822,0.06952196720458491,0.47270659850992347,0.619,0.748,1,FALSE,FALSE,FALSE,FALSE,0.19,-0.308,-0.117,0.388,-0.158,0.37,-0.186,0.183,-0.494,0.0951,-0.376,0.177
TTC39C,Q8N584,0.02521330692911206,0.8081858897747158,0.01488799951572185,0.531,0.91,1,FALSE,FALSE,FALSE,FALSE,2.63,0.267,2.89,0.915,-1.52,0.626,0.773,-0.0424,1.04,0.0318,-1.85,0.0281
TTC4,O95801,9.318590695760858e-4,0.25261461607079483,6.108793086244133e-5,0.501,0.845,1,FALSE,FALSE,FALSE,FALSE,-0.506,-0.153,-0.659,-0.0936,-0.662,0.183,0.223,-0.341,0.07,0.206,0.729,-0.314
TTC5,Q8N0Z6,0.010875994626967143,0.6342847561987658,0.03067734198321477,0.514,0.899,1,FALSE,FALSE,FALSE,FALSE,1.53,-0.263,1.27,0.227,0.129,0.159,0.344,0.0488,0.0809,0.234,-1.19,-0.0356
TTC7B,Q86TV6,0.20778910375683796,0.4659190662784969,0.5825979456506023,0.61,0.882,1,FALSE,FALSE,FALSE,FALSE,0.769,-0.439,0.33,0.18,0.689,0.178,-0.157,0.424,-0.596,0.0327,-0.927,0.177
TTC9,Q92623,0.002033967355561752,0.3456748988422784,2.1585210237323697e-4,0.502,0.865,1,FALSE,FALSE,FALSE,FALSE,-1.87,-0.509,-2.38,0.596,-4.14,0.692,-0.117,0.438,-0.626,0.813,1.75,0.593
TTC9C,Q8N5M4,0.008446505897162558,0.4000981792557129,0.0011822505515888496,0.51,0.874,1,FALSE,FALSE,FALSE,FALSE,-0.528,-0.155,-0.683,-7.25e-4,-0.745,-0.00509,0.0579,-0.175,-0.0973,0.356,0.585,0.0245
TTF1,Q15361,0.008071251398395905,0.011648726155537182,0.8702390424927209,0.51,0.68,1,FALSE,FALSE,FALSE,FALSE,-1.09,1.03,-0.0611,-0.344,0.212,-0.294,-0.386,-0.118,0.64,-0.117,0.702,-0.295
TTF2,Q9UNY4,0.03945992096823218,0.20259877759106196,0.38565853005364836,0.541,0.83,1,FALSE,FALSE,FALSE,FALSE,-0.415,0.248,-0.167,-0.0127,-0.495,0.0344,-0.459,0.362,-0.211,0.227,-0.0445,0.6
TTI1,O43156,0.004152839055105401,0.25740303904585937,0.05144123613423313,0.502,0.846,1,FALSE,FALSE,FALSE,FALSE,4.79,-1.72,3.07,0.944,0.603,0.803,0.752,0.696,-0.973,0.599,-4.04,0.614
TTI2,Q6NXR4,1.6935356331135285e-4,0.9267601899835811,1.366105000608469e-4,0.498,0.917,1,FALSE,FALSE,FALSE,FALSE,3.23,0.0651,3.29,0.69,0.297,0.593,0.0612,0.397,0.126,0.607,-3.17,0.398
TTK,P33981,0.8685919450313546,0.18982715222600147,0.24807415844647557,0.696,0.825,1,FALSE,FALSE,FALSE,FALSE,0.0411,-0.333,-0.292,-0.00107,-0.395,0.301,-0.253,0.299,-0.586,0.518,-0.294,0.411
TTL,Q8NG68,0.008771542307074855,0.4547372495489036,0.044546943191465356,0.511,0.881,1,FALSE,FALSE,FALSE,FALSE,1.63,-0.428,1.2,0.584,-0.837,0.483,0.198,0.438,-0.23,0.362,-1.43,0.437
TTLL12,Q14166,0.020124346865352055,0.13899814735641963,0.3361221125244269,0.525,0.801,1,FALSE,FALSE,FALSE,FALSE,0.662,-0.404,0.258,0.152,0.137,0.0315,0.286,-0.0259,-0.118,-0.00735,-0.376,-0.0778
TTLL4,Q14679,0.046511785337049444,0.007728430192023329,0.41053268102222196,0.548,0.673,1,FALSE,FALSE,FALSE,FALSE,-1.94,2.7,0.767,-0.957,2.26,-0.955,-0.836,-1.19,1.87,-0.696,1.1,-0.598
TTPAL,Q9BTX7,0.5620662279864637,0.7041168280444436,0.3413264102807353,0.667,0.904,1,FALSE,FALSE,FALSE,FALSE,-0.312,-0.204,-0.515,0.208,-0.769,0.475,0.404,-1.47,0.2,0.395,0.715,-0.158
