X,name,ID,Control_100_vs_Control_Veh_p.val,Control_200_vs_Control_100_p.val,Control_200_vs_Control_Veh_p.val,RDH12_100_vs_Control_100_p.val,RDH12_100_vs_RDH12_Veh_p.val,RDH12_200_vs_Control_200_p.val,RDH12_200_vs_RDH12_100_p.val,RDH12_200_vs_RDH12_Veh_p.val,RDH12_Veh_vs_Control_Veh_p.val,Control_100_vs_Control_Veh_p.adj,Control_200_vs_Control_100_p.adj,Control_200_vs_Control_Veh_p.adj,RDH12_100_vs_Control_100_p.adj,RDH12_100_vs_RDH12_Veh_p.adj,RDH12_200_vs_Control_200_p.adj,RDH12_200_vs_RDH12_100_p.adj,RDH12_200_vs_RDH12_Veh_p.adj,RDH12_Veh_vs_Control_Veh_p.adj,Control_100_vs_Control_Veh_significant,Control_200_vs_Control_100_significant,Control_200_vs_Control_Veh_significant,RDH12_100_vs_Control_100_significant,RDH12_100_vs_RDH12_Veh_significant,RDH12_200_vs_Control_200_significant,RDH12_200_vs_RDH12_100_significant,RDH12_200_vs_RDH12_Veh_significant,RDH12_Veh_vs_Control_Veh_significant,significant,Control_100_vs_Control_Veh_ratio,Control_200_vs_Control_100_ratio,Control_200_vs_Control_Veh_ratio,RDH12_100_vs_Control_100_ratio,RDH12_100_vs_RDH12_Veh_ratio,RDH12_200_vs_Control_200_ratio,RDH12_200_vs_RDH12_100_ratio,RDH12_200_vs_RDH12_Veh_ratio,RDH12_Veh_vs_Control_Veh_ratio,Control_100_centered,Control_200_centered,Control_Veh_centered,RDH12_100_centered,RDH12_200_centered,RDH12_Veh_centered
255,PE 42:1,830.663925 -> 689.643925,0.386711112,0.233352691,0.730408666,0.811333875,0.158982895,0.946600378,0.366330972,0.029369737,0.050385544,0.735059849,0.521782416,0.970284575,0.929952993,0.931806613,0.96537149,0.851781189,0.219424644,0.199327425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0888,0.124,0.0349,0.0242,0.148,-0.00678,0.0928,0.241,-0.212,-0.0383,0.0854,0.0504,-0.0142,0.0786,-0.162
256,PE O-34:0,706.575025 -> 565.555025,0.620591988,0.094688748,0.219792356,0.835387551,0.998877189,0.227456814,0.75618623,0.755122021,0.771665356,0.852721815,0.378754993,0.706475429,0.932814887,0.998877189,0.40536858,0.995250349,0.897174678,0.882790128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0661,0.234,0.168,0.0276,0.000187,-0.165,0.0413,0.0415,-0.0386,-0.0706,0.163,-0.00455,-0.043,-0.00166,-0.0432
257,PE O-34:1,704.559425 -> 563.539425,0.341114219,0.200101406,0.725307021,0.391000434,0.607459389,0.749865748,0.077315073,0.028847047,0.030767768,0.70145794,0.490044261,0.970284575,0.696086676,0.953944604,0.87015312,0.678864053,0.219424644,0.151731457,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.134,-0.182,-0.0486,0.12,-0.0713,0.0441,-0.258,-0.33,0.325,0.0238,-0.158,-0.11,0.144,-0.114,0.215
258,PE O-34:2,702.543725 -> 561.523725,0.461335655,0.469031721,0.989661137,0.14090299,0.345141833,0.216651556,0.640006808,0.16743355,0.863630468,0.762004934,0.76599399,0.999509016,0.469676634,0.953944604,0.391932464,0.982532687,0.463662138,0.930859187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0985,0.0968,-0.00172,0.203,0.127,0.168,0.0622,0.189,-0.0228,-0.123,-0.0263,-0.0246,0.0796,0.142,-0.0474
259,PE O-36:1,732.590725 -> 591.570725,0.675915681,0.091071489,0.041529929,0.462815186,0.253685574,0.065553075,0.576064603,0.099420322,0.151000846,0.865941798,0.375680412,0.293152437,0.752065105,0.953944604,0.182888082,0.959131414,0.358100572,0.349727954,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0711,-0.302,-0.373,0.126,-0.198,0.332,-0.0953,-0.293,0.253,-0.0415,-0.343,0.0296,0.0841,-0.0112,0.282
260,PE O-36:2,730.575025 -> 589.555025,0.373502694,0.677803388,0.628469767,0.356737681,0.489760722,0.211366947,0.946568301,0.449732153,0.021447799,0.730766141,0.884091376,0.934913704,0.688546783,0.953944604,0.384303539,0.998456697,0.744409543,0.121227553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.164,-0.0756,0.0882,0.17,-0.126,0.233,-0.0122,-0.139,0.46,-0.0641,-0.14,-0.228,0.106,0.0936,0.232
261,PE O-36:3,728.559425 -> 587.539425,0.367171186,0.379923738,0.086934575,0.303073317,0.874365429,0.014787611,0.440194541,0.355449529,0.981210678,0.722303973,0.691923019,0.447092099,0.638593061,0.981017338,0.055453541,0.893499778,0.663014665,0.984834858,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0724,0.0705,0.143,-0.0831,-0.0125,-0.215,-0.0617,-0.0743,0.00186,0.0501,0.121,-0.0224,-0.033,-0.0948,-0.0205
262,PE O-36:4,726.543725 -> 585.523725,0.381284448,0.650082982,0.192736263,0.813396446,0.805612125,0.395685861,0.866019713,0.678954282,0.376049573,0.734023537,0.866777309,0.667163989,0.929952993,0.981017338,0.576708138,0.998456697,0.854627767,0.591169635,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.12,-0.0614,-0.181,0.0318,0.0332,0.116,0.0228,0.056,-0.121,-0.0239,-0.0853,0.0957,0.00795,0.0307,-0.0253
263,PE O-36:5,724.528125 -> 583.508125,0.391259918,0.83509134,0.291107067,0.270160767,0.142667856,0.745115706,0.321190938,0.608742764,0.218126536,0.735059849,0.963622707,0.764952876,0.600357259,0.931806613,0.87015312,0.835442638,0.810030553,0.443647192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0945,-0.0227,-0.117,0.123,0.166,0.0354,-0.11,0.056,-0.138,-0.0273,-0.05,0.0672,0.0953,-0.0146,-0.0705
264,PE O-38:1,760.622025 -> 619.602025,0.791928394,0.125925242,0.078572591,0.314679499,0.603103962,0.973052846,0.591832785,0.986848307,0.0861217,0.934735154,0.404759705,0.435171275,0.651061033,0.953944604,0.982146553,0.964071505,0.996488861,0.264989845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0219,-0.132,-0.154,-0.0848,0.0433,0.0028,-0.0446,-0.00137,-0.15,0.0755,-0.0568,0.0973,-0.00936,-0.054,-0.0526
265,PE O-38:3,756.590725 -> 615.570725,0.817576017,0.539337345,0.699457299,0.570989784,0.537100479,0.317532396,0.340173469,0.728332461,0.777905783,0.943396591,0.807499382,0.970284575,0.832211831,0.953944604,0.504394173,0.851781189,0.886089998,0.884728812,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0295,0.079,0.0495,0.0729,0.0795,-0.13,-0.124,-0.0445,-0.0361,-0.0206,0.0584,0.00891,0.0523,-0.0717,-0.0272
266,PE O-38:4,754.575025 -> 613.555025,0.009179513,0.0739526,0.298039007,0.084739842,0.540345692,0.698367642,0.753749377,0.762905562,0.095744189,0.186986588,0.336999189,0.766489951,0.389349362,0.953944604,0.854806085,0.995250349,0.897535955,0.275743265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.362,-0.232,0.13,-0.223,-0.0756,0.0476,0.0385,-0.037,0.215,0.192,-0.0406,-0.171,-0.0315,0.00705,0.0441
267,PE O-38:5,752.559425 -> 611.539425,0.600281278,0.451054615,0.8145529,0.733439817,0.294366825,0.566462387,0.875656644,0.368227338,0.221873157,0.844145548,0.748293371,0.974216093,0.910477014,0.953944604,0.741550761,0.998456697,0.679804316,0.446225344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0806,-0.116,-0.0359,-0.0522,-0.164,0.0882,0.024,-0.14,0.192,0.0277,-0.0888,-0.0529,-0.0245,-0.000577,0.139
268,PE O-38:6,750.543725 -> 609.523725,0.016373544,0.805756275,0.009939605,0.181206732,0.844163227,0.552315241,0.312363286,0.410946261,0.15229233,0.226710607,0.956599878,0.135647796,0.515749238,0.981017338,0.728327791,0.820808634,0.714689149,0.349727954,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.279,-0.0257,-0.305,0.144,0.0206,0.0625,-0.108,-0.087,-0.155,-0.093,-0.119,0.186,0.0513,-0.0562,0.0307
269,PE O-40:4,782.606325 -> 641.586325,0.573032363,0.143975719,0.051628501,0.230255554,0.038137391,0.011613672,0.020738414,0.757808327,0.65745891,0.838675574,0.408120148,0.320452764,0.58788652,0.807615346,0.044477892,0.497266208,0.897404597,0.816155889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0452,0.121,0.166,0.0982,0.179,-0.226,-0.204,-0.0246,-0.0355,0.00199,0.123,-0.0432,0.1,-0.103,-0.0787
270,PE O-40:5,780.590725 -> 639.570725,0.559372247,0.219551929,0.503641425,0.359574431,0.585404895,0.225176141,0.367694311,0.158300457,0.379460447,0.832124003,0.509152119,0.876607225,0.688546783,0.953944604,0.403300551,0.851781189,0.459842841,0.592766547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0787,0.169,0.0903,0.125,-0.0734,-0.167,-0.122,-0.196,0.119,-0.0954,0.0736,-0.0167,0.0292,-0.0932,0.103
271,PE O-40:6,778.575025 -> 637.555025,0.840013424,0.939201741,0.78107312,0.26030879,0.838399567,0.751910221,0.452649239,0.581272134,0.261128688,0.945015102,0.994448903,0.970438284,0.594361347,0.981017338,0.87015312,0.897447278,0.801754668,0.487079418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0229,0.00866,0.0316,0.131,0.0232,0.036,-0.0861,-0.063,0.13,-0.0448,-0.0361,-0.0677,0.086,-0.000161,0.0628
272,PE(O-38:2),758.606325 -> 617.54,0.381192828,0.250537688,0.773040231,0.20823795,0.070714373,0.609765196,0.693935531,0.033303337,0.145875959,0.734023537,0.543334746,0.970438284,0.557694827,0.877833593,0.781193845,0.983273573,0.219424644,0.347783744,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.12,0.159,0.0391,0.175,0.26,0.0695,0.0535,0.313,-0.205,-0.0999,0.0595,0.0204,0.0755,0.129,-0.184
273,PE(O-40:2),786.637625 -> 645.57,0.65058498,0.12172376,0.256412952,0.431994767,0.807849669,0.053099487,0.734370999,0.561931638,0.150464747,0.864948034,0.398179338,0.756628383,0.720774621,0.981017338,0.156713493,0.995250349,0.799586521,0.349727954,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0456,0.162,0.116,-0.0797,0.0244,-0.208,0.0341,0.0585,-0.15,0.00361,0.166,0.0492,-0.076,-0.042,-0.1
274,PG 20:0,572.39277 -> 383.352543,0.200809708,0.018374545,0.208270696,0.220312661,0.4048704,0.015678196,0.249081663,0.736574447,0.098947271,0.556088424,0.178779359,0.700723836,0.57472868,0.953944604,0.057149329,0.791545254,0.886845488,0.280480452,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.214,0.425,0.211,-0.205,-0.137,-0.438,0.192,0.0548,-0.282,-0.059,0.366,0.155,-0.264,-0.0718,-0.127
275,PG 34:1,766.59617 -> 577.555943,0.002803991,0.703939974,0.001289298,0.002258667,0.299163075,0.00044918,0.675399471,0.526155662,0.255348721,0.144205237,0.898646776,0.043530516,0.046722294,0.953944604,0.004756019,0.983273573,0.781586877,0.481285547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.419,-0.0452,-0.465,0.432,-0.126,0.527,0.0499,-0.0758,0.138,-0.308,-0.353,0.112,0.124,0.174,0.25
276,PG 34:4,760.51287 -> 571.472643,0.011804972,0.001906509,0.379483868,0.178138462,0.411475447,5.74E-05,0.688644871,0.229553109,0.00375448,0.211390239,0.070912168,0.803612898,0.51303877,0.953944604,0.001018986,0.983273573,0.540015996,0.035568757,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-0.392,0.516,0.123,-0.193,-0.115,-0.764,-0.0557,-0.171,-0.47,-0.0649,0.451,0.327,-0.258,-0.313,-0.142
277,PG 36:1,794.62747 -> 605.587243,0.315642617,0.206471344,0.032695031,0.416718069,0.003678189,0.056099529,0.02210072,2.75E-05,0.134672148,0.698956427,0.502227595,0.245212733,0.712877212,0.264829634,0.161566644,0.497266208,0.004955814,0.338625631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0809,0.103,0.184,0.0651,0.269,0.162,0.2,0.469,-0.123,-0.0246,0.0784,-0.106,0.0405,0.24,-0.229
278,PI 32:1,826.58097 -> 549.524698,0.100135513,0.92247985,0.118926132,0.746854812,0.500192859,0.334265272,0.238747271,0.599156092,0.051858515,0.494149833,0.994448903,0.53796904,0.913253181,0.953944604,0.520932891,0.7859368,0.808362235,0.202924625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.211,0.0119,-0.199,0.0395,0.0831,-0.12,-0.148,-0.0646,-0.255,-0.0185,-0.00657,0.193,0.0211,-0.127,-0.062
279,PI 34:0,856.62787 -> 579.571598,0.005371327,0.860195611,0.007706308,0.103095447,0.376073487,0.081103452,0.757563213,0.239127393,0.027829388,0.173369682,0.963622707,0.115594618,0.412381788,0.953944604,0.207072644,0.995250349,0.547114785,0.145196808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.307,0.0168,-0.29,0.163,0.0856,0.176,0.0295,0.115,-0.229,-0.126,-0.109,0.181,0.037,0.0665,-0.0486
280,PI 34:2,852.59657 -> 575.540298,0.09569889,0.796014816,0.150296587,0.2916559,0.014562697,0.298456136,0.784019928,0.025240431,0.920206864,0.485233808,0.953209199,0.593996817,0.627294944,0.582507863,0.481812596,0.998456697,0.211315238,0.96707082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.172,0.0254,-0.147,-0.106,-0.268,-0.104,0.027,-0.241,-0.00984,-0.0292,-0.00381,0.143,-0.135,-0.108,0.133
281,PI 36:0,884.65917 -> 607.602898,0.1640503,0.690483259,0.306606366,0.447643294,0.668511181,0.94432932,0.662654704,0.391987291,0.807248915,0.516053985,0.889097348,0.766489951,0.739227459,0.962656101,0.96537149,0.983273573,0.695149876,0.9000636,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.174,0.0482,-0.126,0.0926,-0.0518,-0.00843,-0.0528,-0.105,-0.0295,-0.0831,-0.035,0.0908,0.00944,-0.0434,0.0613
282,PI 36:1,882.64357 -> 605.587298,0.829279507,0.42394069,0.555635693,0.030969846,0.676533185,0.074407326,0.217295693,0.401535261,0.045908946,0.943396591,0.720986056,0.908168736,0.196991135,0.966475979,0.196960569,0.783852927,0.708591637,0.187809324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0474,-0.178,-0.13,0.517,0.092,0.416,-0.279,-0.187,0.472,-0.159,-0.337,-0.206,0.358,0.0788,0.266
283,PI 36:3,878.61227 -> 601.555998,0.123737915,0.235694059,0.012006926,0.410749435,0.098471625,0.703752055,0.998127346,0.098058838,0.485762637,0.515877782,0.523764575,0.149051501,0.710912483,0.931806613,0.854806085,0.998456697,0.358100572,0.683103708,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.154,-0.116,-0.27,-0.0796,-0.166,0.0365,-0.000224,-0.166,-0.0672,0.00595,-0.11,0.16,-0.0737,-0.0739,0.0924
284,PI 38:1,910.67487 -> 633.618598,0.697727461,0.867392324,0.579952718,0.138102029,0.713743049,0.70123899,0.094240644,0.177658933,0.13304883,0.880015078,0.963622707,0.91393034,0.466005828,0.976005797,0.854806085,0.703432526,0.480881323,0.338625631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0401,0.0172,0.0573,0.159,0.0378,-0.0396,-0.181,-0.143,0.161,-0.0391,-0.0219,-0.0791,0.12,-0.0615,0.0819
285,PI 38:2,908.65917 -> 631.602898,0.092154772,0.022476528,0.000612261,0.393646742,0.037281,0.210413557,0.051428983,0.000545947,0.19184456,0.480807506,0.193242188,0.031487729,0.696086676,0.807615346,0.384303539,0.626505494,0.024260003,0.402635354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.234,-0.332,-0.567,0.114,-0.298,0.17,-0.276,-0.574,0.178,-0.0445,-0.377,0.19,0.0697,-0.206,0.368
286,PI 38:4,904.59147 -> 627.535198,0.835923594,0.006743004,0.004408681,0.953736209,0.301388103,0.000894606,0.358709995,0.062372479,0.240673307,0.943396591,0.104442904,0.097474325,0.972648825,0.953944604,0.007628505,0.851781189,0.291611588,0.468718636,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-0.0352,-0.527,-0.562,0.00985,0.179,0.695,0.158,0.337,-0.204,0.0805,-0.447,0.116,0.0903,0.248,-0.0884
287,PI 40:4,932.62277 -> 655.566498,0.891191622,0.424882909,0.35264994,0.432464773,0.728209971,0.916186127,0.905536508,0.64181948,0.562725393,0.967921812,0.720986056,0.803506192,0.720774621,0.976005797,0.955067569,0.998456697,0.822259832,0.736658696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0187,-0.11,-0.129,-0.109,-0.0476,-0.0144,-0.0162,-0.0639,-0.0796,0.0643,-0.0461,0.0831,-0.0442,-0.0605,0.0034
288,PI 40:5,930.60717 -> 653.550898,0.164850578,0.269672256,0.020143645,0.117164458,0.368456603,0.295027491,0.578757635,0.156096996,0.044457039,0.516053985,0.569861369,0.190834531,0.439366717,0.953944604,0.480587768,0.959131414,0.459842841,0.185159789,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.137,-0.107,-0.244,-0.156,-0.0867,-0.101,-0.053,-0.14,-0.206,0.0673,-0.0399,0.204,-0.0883,-0.141,-0.00163
289,PI 40:6,928.59147 -> 651.535198,0.392492569,0.492776492,0.134578992,0.41770909,0.55564385,0.450297392,0.528772108,0.231630619,0.284133509,0.735059849,0.779652845,0.593996817,0.712877212,0.953944604,0.640739372,0.924067762,0.540015996,0.508895837,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.104,-0.0831,-0.187,-0.0985,-0.0712,-0.0916,-0.0762,-0.147,-0.131,0.0466,-0.0365,0.151,-0.0519,-0.128,0.0193
290,PI O-34:1,840.59657 -> 563.540298,0.437989848,0.976920703,0.454734382,0.11862865,0.634375068,0.136512699,0.912406182,0.559247047,0.01042457,0.757632491,0.997868493,0.857090982,0.440271277,0.957126316,0.288561746,0.998456697,0.798924352,0.071208965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0821,0.00303,-0.0791,-0.171,0.05,-0.162,0.0115,0.0615,-0.303,0.0776,0.0806,0.16,-0.0932,-0.0816,-0.143
291,PI O-36:1,868.62787 -> 591.571598,0.414785865,0.121833565,0.434381215,0.271929593,0.052012564,0.628086334,0.994880672,0.051381723,0.090340919,0.745266569,0.398179338,0.843259329,0.600580697,0.819262707,0.798979082,0.998456697,0.260527046,0.267921293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0861,-0.169,-0.0824,-0.117,-0.217,0.0507,-0.000669,-0.218,0.186,0.0649,-0.104,-0.0212,-0.0522,-0.0529,0.165
292,PI O-38:1,896.65917 -> 619.602898,0.159144941,0.043422342,0.477604773,0.407903029,0.137312186,0.094486989,0.674627076,0.270902575,0.044099805,0.516053985,0.244250672,0.872300492,0.709396573,0.931806613,0.225623798,0.983273573,0.57367604,0.185159789,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.125,0.186,0.0611,0.0715,0.132,-0.15,-0.0359,0.096,-0.185,-0.0595,0.126,0.065,0.012,-0.0239,-0.12
293,PI O-38:2,894.64357 -> 617.587298,0.59522407,0.39403473,0.742241155,0.197478154,0.383110011,0.181811448,0.367499489,0.088004623,0.928135001,0.844145548,0.693786148,0.970438284,0.538576784,0.953944604,0.342681264,0.851781189,0.33703898,0.96707082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0555,-0.0898,-0.0343,-0.138,-0.0919,-0.143,-0.095,-0.187,0.00938,0.0937,0.00399,0.0382,-0.0443,-0.139,0.0476
294,PI O-38:3,892.62787 -> 615.571598,0.124872196,0.513007425,0.036851127,0.25769519,0.09006104,0.341571892,0.641375504,0.03737471,0.338075567,0.515877782,0.796046004,0.265328115,0.594361347,0.931806613,0.53002535,0.982532687,0.227643108,0.571395324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.155,-0.0638,-0.219,-0.112,-0.173,-0.0935,-0.0452,-0.218,-0.0942,0.0196,-0.0442,0.174,-0.0924,-0.138,0.0803
295,PI O-38:4,890.61227 -> 613.555998,0.071792577,0.395072668,0.303737185,0.261060152,0.421881189,0.184144521,0.525019341,0.863306399,0.037845328,0.421689362,0.693786148,0.766489951,0.594361347,0.953944604,0.345270976,0.924067762,0.936574979,0.170303978,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.175,0.0791,-0.0963,-0.106,-0.0746,-0.126,0.0588,-0.0158,-0.206,-0.0119,0.0673,0.164,-0.117,-0.0586,-0.0428
296,PS 32:1,734.533625 -> 549.524698,0.341070664,0.282366548,0.896667749,0.043838135,0.19415837,0.001096631,0.471905197,0.54298626,0.000417823,0.70145794,0.577851318,0.989198075,0.242795823,0.953944604,0.008773051,0.91275928,0.791396979,0.013255475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0706,0.0801,0.00948,-0.158,0.0976,-0.291,-0.053,0.0447,-0.327,0.0792,0.159,0.15,-0.0792,-0.132,-0.177
297,PS 34:0,764.580525 -> 579.571598,0.927741269,0.872613896,0.801944577,0.249351224,0.786592653,0.407890013,0.617015522,0.444064443,0.187437885,0.979634527,0.963622707,0.9725683,0.594361347,0.981017338,0.589720501,0.978014237,0.740107405,0.399275968,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.012,0.0212,0.0333,-0.156,0.0359,-0.111,0.0665,0.102,-0.18,0.0715,0.0927,0.0595,-0.0847,-0.0182,-0.121
298,PS 34:1,762.564925 -> 577.555998,0.765242611,0.226514316,0.138644463,0.22667353,0.517105504,0.726879124,0.72721337,0.324629016,0.042012224,0.918291133,0.512862603,0.593996817,0.585139609,0.953944604,0.863618761,0.991654595,0.615086557,0.180052387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0771,-0.32,-0.397,-0.32,0.168,0.0903,0.0901,0.258,-0.565,0.214,-0.107,0.291,-0.106,-0.0163,-0.275
299,PS 34:4,756.481525 -> 571.472598,0.481097696,0.696862042,0.749253682,0.001786354,0.411733926,0.002200624,0.623645644,0.735874262,0.002282161,0.775834311,0.892776993,0.970438284,0.045934819,0.953944604,0.013659047,0.978014237,0.886845488,0.029391913,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.109,0.0597,-0.049,-0.574,-0.127,-0.558,0.0754,-0.0517,-0.556,0.225,0.285,0.334,-0.349,-0.273,-0.222
300,PS 34:5,754.465925 -> 569.456998,0.940774552,0.106483368,0.093244515,0.003640652,0.65936886,0.002709477,0.136912729,0.27894113,0.010483542,0.979634527,0.389821314,0.459835966,0.060425571,0.962656101,0.015482725,0.780977483,0.57711958,0.071208965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0073,0.166,0.174,-0.335,-0.0435,-0.349,0.152,0.109,-0.284,0.108,0.274,0.101,-0.226,-0.0743,-0.183
301,PS 36:0,792.611825 -> 607.602898,0.508546798,0.471921638,0.952351513,0.82404168,0.163066157,0.376932856,0.695474335,0.301965969,0.074672135,0.795986292,0.76599399,0.989198075,0.929952993,0.931806613,0.56278337,0.983273573,0.584496396,0.245998691,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0927,0.101,0.00831,0.031,0.201,-0.125,-0.0546,0.146,-0.263,-0.00517,0.0958,0.0875,0.0258,-0.0288,-0.175
302,PS 36:1,790.596225 -> 605.587298,0.946732804,0.474823973,0.435683986,0.505726774,0.139849884,0.709528736,0.747149572,0.07887093,0.035954255,0.979634527,0.76599399,0.843259329,0.777728359,0.931806613,0.854806085,0.995250349,0.334918449,0.168097816,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0191,-0.206,-0.225,-0.191,0.438,0.106,0.0921,0.53,-0.648,0.184,-0.0213,0.203,-0.00691,0.0852,-0.445
303,PS 36:2,788.580525 -> 603.571598,0.271915191,0.239851581,0.032327919,0.464808492,0.652144412,0.66251532,0.976846807,0.63160164,0.173208177,0.665914754,0.529733554,0.245212733,0.752065105,0.960644717,0.8252786,0.998456697,0.819305238,0.382545667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.162,-0.174,-0.336,-0.107,-0.0653,0.0632,-0.00419,-0.0695,-0.203,0.0451,-0.129,0.207,-0.0615,-0.0657,0.00384
304,PS 36:8,776.580525 -> 591.571598,0.715376963,0.556627826,0.821369044,0.291435972,0.513614979,0.812378205,0.474127737,0.181280153,0.184752586,0.894221204,0.814577306,0.979115416,0.627294944,0.953944604,0.883553335,0.91275928,0.481430648,0.395898398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0502,-0.0812,-0.031,-0.148,0.0903,0.0326,0.0992,0.189,-0.188,0.0943,0.0131,0.0441,-0.0534,0.0457,-0.144
305,PS 38:1,818.627525 -> 633.618598,0.827056126,0.824456012,0.997329194,0.791148991,0.96131942,0.950390489,0.671870324,0.637237408,0.596352389,0.943396591,0.963622707,0.999509016,0.929784053,0.98899557,0.966498802,0.983273573,0.819305238,0.764010177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0284,0.0288,0.000434,-0.0344,0.00629,-0.00807,0.0551,0.0614,-0.069,-0.000468,0.0283,0.0279,-0.0349,0.0203,-0.0411
