Lipid annotation,MRM transition,Contrast,log2 fold change,p value,BH adjusted p value
PC O-40:5,822.637625 -> 184.07,WT_100_vs_WT_Veh,0.369,0.009404955,0.186986588
PC O-40:5,822.637625 -> 184.07,WT_200_vs_WT_100,-0.53,0.000690304,0.041418253
PC O-40:5,822.637625 -> 184.07,WT_200_vs_WT_Veh,-0.161,0.212639408,0.702972255
PC O-40:5,822.637625 -> 184.07,RDH12_100_vs_WT_100,0.0521,0.678673256,0.893239092
PC O-40:5,822.637625 -> 184.07,RDH12_100_vs_RDH12_Veh,0.194,0.137803014,0.931806613
PC O-40:5,822.637625 -> 184.07,RDH12_200_vs_WT_200,0.682,6.64E-05,0.001029821
PC O-40:5,822.637625 -> 184.07,RDH12_200_vs_RDH12_100,0.1,0.43080048,0.893499778
PC O-40:5,822.637625 -> 184.07,RDH12_200_vs_RDH12_Veh,0.294,0.031500384,0.219424644
PC O-40:5,822.637625 -> 184.07,RDH12_Veh_vs_WT_Veh,0.228,0.085549068,0.264989845
PC O-40:6,820.622025 -> 184.07,WT_100_vs_WT_Veh,0.717,0.008253824,0.186986588
PC O-40:6,820.622025 -> 184.07,WT_200_vs_WT_100,-0.376,0.130766076,0.405601323
PC O-40:6,820.622025 -> 184.07,WT_200_vs_WT_Veh,0.342,0.166535758,0.624262815
PC O-40:6,820.622025 -> 184.07,RDH12_100_vs_WT_100,0.0514,0.829647499,0.932814887
PC O-40:6,820.622025 -> 184.07,RDH12_100_vs_RDH12_Veh,0.112,0.639873132,0.957126316
PC O-40:6,820.622025 -> 184.07,RDH12_200_vs_WT_200,0.703,0.009328028,0.038160113
PC O-40:6,820.622025 -> 184.07,RDH12_200_vs_RDH12_100,0.276,0.258263981,0.801508908
PC O-40:6,820.622025 -> 184.07,RDH12_200_vs_RDH12_Veh,0.388,0.119539976,0.405984824
PC O-40:6,820.622025 -> 184.07,RDH12_Veh_vs_WT_Veh,0.657,0.013850699,0.085969859
PC O-40:7,818.736625 -> 184.07,WT_100_vs_WT_Veh,0.0475,0.748832171,0.905526004
PC O-40:7,818.736625 -> 184.07,WT_200_vs_WT_100,-0.00231,0.987548228,0.997868493
PC O-40:7,818.736625 -> 184.07,WT_200_vs_WT_Veh,0.0452,0.760629484,0.970438284
PC O-40:7,818.736625 -> 184.07,RDH12_100_vs_WT_100,0.426,0.010784798,0.110929349
PC O-40:7,818.736625 -> 184.07,RDH12_100_vs_RDH12_Veh,-0.0592,0.690417481,0.967121763
PC O-40:7,818.736625 -> 184.07,RDH12_200_vs_WT_200,0.897,2.16E-05,0.000707939
PC O-40:7,818.736625 -> 184.07,RDH12_200_vs_RDH12_100,0.469,0.005959477,0.429082327
PC O-40:7,818.736625 -> 184.07,RDH12_200_vs_RDH12_Veh,0.41,0.013461652,0.164262785
PC O-40:7,818.736625 -> 184.07,RDH12_Veh_vs_WT_Veh,0.533,0.002468599,0.029623186
PC O-42:5,850.668925 -> 184.07,WT_100_vs_WT_Veh,0.138,0.222670996,0.593789322
PC O-42:5,850.668925 -> 184.07,WT_200_vs_WT_100,-0.0821,0.460071606,0.759751276
PC O-42:5,850.668925 -> 184.07,WT_200_vs_WT_Veh,0.0558,0.614080453,0.921120679
PC O-42:5,850.668925 -> 184.07,RDH12_100_vs_WT_100,-0.11,0.325908261,0.662864259
PC O-42:5,850.668925 -> 184.07,RDH12_100_vs_RDH12_Veh,-0.0198,0.857265081,0.981017338
PC O-42:5,850.668925 -> 184.07,RDH12_200_vs_WT_200,0.182,0.113340607,0.250885797
PC O-42:5,850.668925 -> 184.07,RDH12_200_vs_RDH12_100,0.21,0.07169654,0.649923037
PC O-42:5,850.668925 -> 184.07,RDH12_200_vs_RDH12_Veh,0.191,0.099472381,0.358100572
PC O-42:5,850.668925 -> 184.07,RDH12_Veh_vs_WT_Veh,0.0477,0.666098931,0.821217861
PC O-42:6,848.653325 -> 184.07,WT_100_vs_WT_Veh,0.206,0.02473259,0.269810078
PC O-42:6,848.653325 -> 184.07,WT_200_vs_WT_100,-0.23,0.01417849,0.159508017
PC O-42:6,848.653325 -> 184.07,WT_200_vs_WT_Veh,-0.0232,0.781741951,0.970438284
PC O-42:6,848.653325 -> 184.07,RDH12_100_vs_WT_100,0.0628,0.457798722,0.752065105
PC O-42:6,848.653325 -> 184.07,RDH12_100_vs_RDH12_Veh,0.265,0.005960527,0.357631644
PC O-42:6,848.653325 -> 184.07,RDH12_200_vs_WT_200,0.325,0.001378344,0.010337578
PC O-42:6,848.653325 -> 184.07,RDH12_200_vs_RDH12_100,0.0328,0.696585319,0.983273573
PC O-42:6,848.653325 -> 184.07,RDH12_200_vs_RDH12_Veh,0.298,0.002673913,0.064173919
PC O-42:6,848.653325 -> 184.07,RDH12_Veh_vs_WT_Veh,0.00397,0.962157148,0.978464896
PC O-42:7,846.731525 -> 184.07,WT_100_vs_WT_Veh,-0.128,0.212461341,0.583675403
PC O-42:7,846.731525 -> 184.07,WT_200_vs_WT_100,0.000746,0.994034422,0.997868493
PC O-42:7,846.731525 -> 184.07,WT_200_vs_WT_Veh,-0.127,0.214997218,0.70362726
PC O-42:7,846.731525 -> 184.07,RDH12_100_vs_WT_100,0.362,0.002336115,0.046722294
PC O-42:7,846.731525 -> 184.07,RDH12_100_vs_RDH12_Veh,0.381,0.001583008,0.189960988
PC O-42:7,846.731525 -> 184.07,RDH12_200_vs_WT_200,0.534,7.88E-05,0.001029821
PC O-42:7,846.731525 -> 184.07,RDH12_200_vs_RDH12_100,0.173,0.099652941,0.703432526
PC O-42:7,846.731525 -> 184.07,RDH12_200_vs_RDH12_Veh,0.553,5.46E-05,0.005444935
PC O-42:7,846.731525 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.147,0.155520639,0.354350823
PC O-44:2,884.710825 -> 184.07,WT_100_vs_WT_Veh,-0.00749,0.930613728,0.979634527
PC O-44:2,884.710825 -> 184.07,WT_200_vs_WT_100,0.0879,0.315347009,0.612804626
PC O-44:2,884.710825 -> 184.07,WT_200_vs_WT_Veh,0.0804,0.356951327,0.803608775
PC O-44:2,884.710825 -> 184.07,RDH12_100_vs_WT_100,-0.0376,0.662970983,0.883961311
PC O-44:2,884.710825 -> 184.07,RDH12_100_vs_RDH12_Veh,-0.0136,0.874740459,0.981017338
PC O-44:2,884.710825 -> 184.07,RDH12_200_vs_WT_200,0.00689,0.936086557,0.961723415
PC O-44:2,884.710825 -> 184.07,RDH12_200_vs_RDH12_100,0.132,0.138840441,0.780977483
PC O-44:2,884.710825 -> 184.07,RDH12_200_vs_RDH12_Veh,0.119,0.180809542,0.481430648
PC O-44:2,884.710825 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.0315,0.714517625,0.848931832
PC O-44:6,876.648225 -> 184.07,WT_100_vs_WT_Veh,-0.00655,0.946980043,0.979634527
PC O-44:6,876.648225 -> 184.07,WT_200_vs_WT_100,0.117,0.247613649,0.540247961
PC O-44:6,876.648225 -> 184.07,WT_200_vs_WT_Veh,0.11,0.273952042,0.763400455
PC O-44:6,876.648225 -> 184.07,RDH12_100_vs_WT_100,-0.0117,0.905114313,0.948681088
PC O-44:6,876.648225 -> 184.07,RDH12_100_vs_RDH12_Veh,0.0131,0.894549579,0.986640738
PC O-44:6,876.648225 -> 184.07,RDH12_200_vs_WT_200,-0.0367,0.709963943,0.854806085
PC O-44:6,876.648225 -> 184.07,RDH12_200_vs_RDH12_100,0.0917,0.359257531,0.851781189
PC O-44:6,876.648225 -> 184.07,RDH12_200_vs_RDH12_Veh,0.105,0.297071145,0.584496396
PC O-44:6,876.648225 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.0314,0.75066985,0.873370884
PC(16:0),510.392325 -> 184.1,WT_100_vs_WT_Veh,0.109,0.538702683,0.811435004
PC(16:0),510.392325 -> 184.1,WT_200_vs_WT_100,0.187,0.29754157,0.597241136
PC(16:0),510.392325 -> 184.1,WT_200_vs_WT_Veh,0.295,0.108587664,0.509680939
PC(16:0),510.392325 -> 184.1,RDH12_100_vs_WT_100,-0.0358,0.838357494,0.932814887
PC(16:0),510.392325 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.0145,0.933985566,0.986640738
PC(16:0),510.392325 -> 184.1,RDH12_200_vs_WT_200,-0.245,0.177394909,0.337895065
PC(16:0),510.392325 -> 184.1,RDH12_200_vs_RDH12_100,-0.0224,0.898622191,0.998456697
PC(16:0),510.392325 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.0369,0.833577983,0.920515564
PC(16:0),510.392325 -> 184.1,RDH12_Veh_vs_WT_Veh,0.0874,0.620273912,0.780764364
PC(16:0/8:0(COOH)),652.455325 -> 184.07,WT_100_vs_WT_Veh,0.0759,0.588280457,0.844145548
PC(16:0/8:0(COOH)),652.455325 -> 184.07,WT_200_vs_WT_100,-0.0357,0.798042245,0.953209199
PC(16:0/8:0(COOH)),652.455325 -> 184.07,WT_200_vs_WT_Veh,0.0402,0.773678481,0.970438284
PC(16:0/8:0(COOH)),652.455325 -> 184.07,RDH12_100_vs_WT_100,0.0367,0.792718032,0.929784053
PC(16:0/8:0(COOH)),652.455325 -> 184.07,RDH12_100_vs_RDH12_Veh,0.106,0.453086827,0.953944604
PC(16:0/8:0(COOH)),652.455325 -> 184.07,RDH12_200_vs_WT_200,0.169,0.238656826,0.419104671
PC(16:0/8:0(COOH)),652.455325 -> 184.07,RDH12_200_vs_RDH12_100,0.0961,0.494520925,0.924067762
PC(16:0/8:0(COOH)),652.455325 -> 184.07,RDH12_200_vs_RDH12_Veh,0.202,0.162504353,0.459842841
PC(16:0/8:0(COOH)),652.455325 -> 184.07,RDH12_Veh_vs_WT_Veh,0.00689,0.960601137,0.978464896
PC(34:4),754.575025 -> 184.1,WT_100_vs_WT_Veh,-1.38,0.021230382,0.254764581
PC(34:4),754.575025 -> 184.1,WT_200_vs_WT_100,1.64,0.008013159,0.11095143
PC(34:4),754.575025 -> 184.1,WT_200_vs_WT_Veh,0.261,0.631798109,0.935997198
PC(34:4),754.575025 -> 184.1,RDH12_100_vs_WT_100,0.19,0.72620759,0.90921699
PC(34:4),754.575025 -> 184.1,RDH12_100_vs_RDH12_Veh,0.535,0.331463636,0.953944604
PC(34:4),754.575025 -> 184.1,RDH12_200_vs_WT_200,-0.588,0.287941102,0.473327839
PC(34:4),754.575025 -> 184.1,RDH12_200_vs_RDH12_100,0.859,0.128274246,0.773352052
PC(34:4),754.575025 -> 184.1,RDH12_200_vs_RDH12_Veh,1.39,0.019852744,0.188078626
PC(34:4),754.575025 -> 184.1,RDH12_Veh_vs_WT_Veh,-1.72,0.005826607,0.047672238
PC(O-40:1),830.700225 -> 184.1,WT_100_vs_WT_Veh,-0.112,0.724957191,0.899946858
PC(O-40:1),830.700225 -> 184.1,WT_200_vs_WT_100,0.149,0.641653718,0.866777309
PC(O-40:1),830.700225 -> 184.1,WT_200_vs_WT_Veh,0.0364,0.908805496,0.989198075
PC(O-40:1),830.700225 -> 184.1,RDH12_100_vs_WT_100,0.274,0.394449116,0.696086676
PC(O-40:1),830.700225 -> 184.1,RDH12_100_vs_RDH12_Veh,0.263,0.414070346,0.953944604
PC(O-40:1),830.700225 -> 184.1,RDH12_200_vs_WT_200,-0.0801,0.801253607,0.878356907
PC(O-40:1),830.700225 -> 184.1,RDH12_200_vs_RDH12_100,-0.206,0.5203767,0.924067762
PC(O-40:1),830.700225 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0569,0.857988507,0.935987462
PC(O-40:1),830.700225 -> 184.1,RDH12_Veh_vs_WT_Veh,-0.101,0.752069372,0.873370884
PC(P-30:1),688.528125 -> 184.1,WT_100_vs_WT_Veh,-0.173,0.131399252,0.516053985
PC(P-30:1),688.528125 -> 184.1,WT_200_vs_WT_100,0.292,0.017015658,0.170156584
PC(P-30:1),688.528125 -> 184.1,WT_200_vs_WT_Veh,0.119,0.290480163,0.764952876
PC(P-30:1),688.528125 -> 184.1,RDH12_100_vs_WT_100,0.104,0.350523862,0.688546783
PC(P-30:1),688.528125 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.0577,0.601836508,0.953944604
PC(P-30:1),688.528125 -> 184.1,RDH12_200_vs_WT_200,-0.0424,0.700789749,0.854806085
PC(P-30:1),688.528125 -> 184.1,RDH12_200_vs_RDH12_100,0.145,0.201002371,0.783852927
PC(P-30:1),688.528125 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0873,0.433074671,0.729648832
PC(P-30:1),688.528125 -> 184.1,RDH12_Veh_vs_WT_Veh,-0.0109,0.920843163,0.96707082
PE 32:0,692.559425 -> 551.539425,WT_100_vs_WT_Veh,-0.0293,0.782703105,0.929944283
PE 32:0,692.559425 -> 551.539425,WT_200_vs_WT_100,-0.0874,0.415772475,0.714945019
PE 32:0,692.559425 -> 551.539425,WT_200_vs_WT_Veh,-0.117,0.281486873,0.763441178
PE 32:0,692.559425 -> 551.539425,RDH12_100_vs_WT_100,0.0324,0.760163289,0.918318068
PE 32:0,692.559425 -> 551.539425,RDH12_100_vs_RDH12_Veh,0.208,0.065647236,0.875296476
PE 32:0,692.559425 -> 551.539425,RDH12_200_vs_WT_200,0.108,0.318048548,0.504394173
PE 32:0,692.559425 -> 551.539425,RDH12_200_vs_RDH12_100,-0.012,0.910240506,0.998456697
PE 32:0,692.559425 -> 551.539425,RDH12_200_vs_RDH12_Veh,0.196,0.080848167,0.336156998
PE 32:0,692.559425 -> 551.539425,RDH12_Veh_vs_WT_Veh,-0.205,0.069364076,0.234627052
PE 32:2,688.528125 -> 547.508125,WT_100_vs_WT_Veh,-0.122,0.121315241,0.515877782
PE 32:2,688.528125 -> 547.508125,WT_200_vs_WT_100,0.225,0.008676514,0.115686859
PE 32:2,688.528125 -> 547.508125,WT_200_vs_WT_Veh,0.103,0.186165202,0.657053655
PE 32:2,688.528125 -> 547.508125,RDH12_100_vs_WT_100,0.0807,0.294990765,0.628382695
PE 32:2,688.528125 -> 547.508125,RDH12_100_vs_RDH12_Veh,-0.0704,0.358841381,0.953944604
PE 32:2,688.528125 -> 547.508125,RDH12_200_vs_WT_200,-0.226,0.008557806,0.035840798
PE 32:2,688.528125 -> 547.508125,RDH12_200_vs_RDH12_100,-0.0812,0.292068497,0.819582967
PE 32:2,688.528125 -> 547.508125,RDH12_200_vs_RDH12_Veh,-0.152,0.05995368,0.285781498
PE 32:2,688.528125 -> 547.508125,RDH12_Veh_vs_WT_Veh,0.0288,0.703519427,0.846740198
PE 34:0,720.590725 -> 579.570725,WT_100_vs_WT_Veh,0.0381,0.78938166,0.934735154
PE 34:0,720.590725 -> 579.570725,WT_200_vs_WT_100,-0.155,0.285092343,0.57884544
PE 34:0,720.590725 -> 579.570725,WT_200_vs_WT_Veh,-0.117,0.415676339,0.840296399
PE 34:0,720.590725 -> 579.570725,RDH12_100_vs_WT_100,-0.0192,0.892786375,0.948681088
PE 34:0,720.590725 -> 579.570725,RDH12_100_vs_RDH12_Veh,0.0783,0.584236154,0.953944604
PE 34:0,720.590725 -> 579.570725,RDH12_200_vs_WT_200,0.236,0.113595514,0.250885797
PE 34:0,720.590725 -> 579.570725,RDH12_200_vs_RDH12_100,0.0996,0.488114019,0.924067762
PE 34:0,720.590725 -> 579.570725,RDH12_200_vs_RDH12_Veh,0.178,0.223755762,0.53701383
PE 34:0,720.590725 -> 579.570725,RDH12_Veh_vs_WT_Veh,-0.0594,0.677246681,0.830134541
PE 34:2,716.559425 -> 575.539425,WT_100_vs_WT_Veh,0.244,0.226993293,0.59688431
PE 34:2,716.559425 -> 575.539425,WT_200_vs_WT_100,-0.622,0.006096782,0.104442904
PE 34:2,716.559425 -> 575.539425,WT_200_vs_WT_Veh,-0.377,0.071159234,0.406624194
PE 34:2,716.559425 -> 575.539425,RDH12_100_vs_WT_100,-0.279,0.17080984,0.508194564
PE 34:2,716.559425 -> 575.539425,RDH12_100_vs_RDH12_Veh,-0.336,0.10450789,0.931806613
PE 34:2,716.559425 -> 575.539425,RDH12_200_vs_WT_200,0.323,0.117464599,0.256286398
PE 34:2,716.559425 -> 575.539425,RDH12_200_vs_RDH12_100,-0.02,0.91912607,0.998456697
PE 34:2,716.559425 -> 575.539425,RDH12_200_vs_RDH12_Veh,-0.356,0.087086387,0.33703898
PE 34:2,716.559425 -> 575.539425,RDH12_Veh_vs_WT_Veh,0.301,0.142095431,0.345637535
PE 34:3,714.543725 -> 573.523725,WT_100_vs_WT_Veh,-0.105,0.440656137,0.757632491
PE 34:3,714.543725 -> 573.523725,WT_200_vs_WT_100,0.29,0.044988561,0.247768938
PE 34:3,714.543725 -> 573.523725,WT_200_vs_WT_Veh,0.186,0.182029617,0.657053655
PE 34:3,714.543725 -> 573.523725,RDH12_100_vs_WT_100,-0.108,0.425867138,0.719775444
PE 34:3,714.543725 -> 573.523725,RDH12_100_vs_RDH12_Veh,-0.0907,0.503743111,0.953944604
PE 34:3,714.543725 -> 573.523725,RDH12_200_vs_WT_200,-0.208,0.137507389,0.288561746
PE 34:3,714.543725 -> 573.523725,RDH12_200_vs_RDH12_100,0.191,0.170663043,0.783852927
PE 34:3,714.543725 -> 573.523725,RDH12_200_vs_RDH12_Veh,0.1,0.46166623,0.753734102
PE 34:3,714.543725 -> 573.523725,RDH12_Veh_vs_WT_Veh,-0.123,0.369359538,0.58785652
PE 36:0,748.622025 -> 607.602025,WT_100_vs_WT_Veh,-0.188,0.278066728,0.667360147
PE 36:0,748.622025 -> 607.602025,WT_200_vs_WT_100,-0.0294,0.862535429,0.963622707
PE 36:0,748.622025 -> 607.602025,WT_200_vs_WT_Veh,-0.217,0.212844377,0.702972255
PE 36:0,748.622025 -> 607.602025,RDH12_100_vs_WT_100,0.285,0.108736457,0.420915316
PE 36:0,748.622025 -> 607.602025,RDH12_100_vs_RDH12_Veh,0.00109,0.994866376,0.998877189
PE 36:0,748.622025 -> 607.602025,RDH12_200_vs_WT_200,0.526,0.006798527,0.029863293
PE 36:0,748.622025 -> 607.602025,RDH12_200_vs_RDH12_100,0.212,0.224269032,0.783852927
PE 36:0,748.622025 -> 607.602025,RDH12_200_vs_RDH12_Veh,0.213,0.222010763,0.53701383
PE 36:0,748.622025 -> 607.602025,RDH12_Veh_vs_WT_Veh,0.096,0.57349379,0.745334889
PE 36:1,746.606325 -> 605.586325,WT_100_vs_WT_Veh,0.233,0.145343235,0.516053985
PE 36:1,746.606325 -> 605.586325,WT_200_vs_WT_100,-0.563,0.002207762,0.070912168
PE 36:1,746.606325 -> 605.586325,WT_200_vs_WT_Veh,-0.33,0.046745928,0.311639517
PE 36:1,746.606325 -> 605.586325,RDH12_100_vs_WT_100,0.17,0.280938325,0.612956345
PE 36:1,746.606325 -> 605.586325,RDH12_100_vs_RDH12_Veh,0.0763,0.622713839,0.953944604
PE 36:1,746.606325 -> 605.586325,RDH12_200_vs_WT_200,0.94,2.04E-05,0.000707939
PE 36:1,746.606325 -> 605.586325,RDH12_200_vs_RDH12_100,0.207,0.193916601,0.783852927
PE 36:1,746.606325 -> 605.586325,RDH12_200_vs_RDH12_Veh,0.283,0.08260948,0.336156998
PE 36:1,746.606325 -> 605.586325,RDH12_Veh_vs_WT_Veh,0.327,0.048344871,0.195552289
PE 36:2,744.590725 -> 603.570725,WT_100_vs_WT_Veh,0.129,0.340324845,0.70145794
PE 36:2,744.590725 -> 603.570725,WT_200_vs_WT_100,-0.611,0.000339661,0.038610211
PE 36:2,744.590725 -> 603.570725,WT_200_vs_WT_Veh,-0.482,0.002383992,0.06130266
PE 36:2,744.590725 -> 603.570725,RDH12_100_vs_WT_100,0.124,0.359093208,0.688546783
PE 36:2,744.590725 -> 603.570725,RDH12_100_vs_RDH12_Veh,-0.185,0.179109184,0.953944604
PE 36:2,744.590725 -> 603.570725,RDH12_200_vs_WT_200,0.744,5.08E-05,0.00101546
PE 36:2,744.590725 -> 603.570725,RDH12_200_vs_RDH12_100,0.00926,0.944631935,0.998456697
PE 36:2,744.590725 -> 603.570725,RDH12_200_vs_RDH12_Veh,-0.176,0.200496238,0.508300321
PE 36:2,744.590725 -> 603.570725,RDH12_Veh_vs_WT_Veh,0.438,0.004637903,0.04072305
PE 36:3,742.575025 -> 601.555025,WT_100_vs_WT_Veh,-0.265,0.112058375,0.515877782
PE 36:3,742.575025 -> 601.555025,WT_200_vs_WT_100,-0.231,0.160864078,0.438720213
PE 36:3,742.575025 -> 601.555025,WT_200_vs_WT_Veh,-0.496,0.00659911,0.114526113
PE 36:3,742.575025 -> 601.555025,RDH12_100_vs_WT_100,-0.0388,0.807884467,0.929952993
PE 36:3,742.575025 -> 601.555025,RDH12_100_vs_RDH12_Veh,-0.251,0.130842837,0.931806613
PE 36:3,742.575025 -> 601.555025,RDH12_200_vs_WT_200,0.0484,0.76175091,0.87015312
PE 36:3,742.575025 -> 601.555025,RDH12_200_vs_RDH12_100,-0.144,0.37192566,0.85282317
PE 36:3,742.575025 -> 601.555025,RDH12_200_vs_RDH12_Veh,-0.395,0.023924336,0.205065738
PE 36:3,742.575025 -> 601.555025,RDH12_Veh_vs_WT_Veh,-0.0529,0.740146371,0.872417223
PE 36:4,740.523025 -> 599.503025,WT_100_vs_WT_Veh,0.0631,0.670172125,0.864948034
PE 36:4,740.523025 -> 599.503025,WT_200_vs_WT_100,-0.365,0.024225921,0.193242188
PE 36:4,740.523025 -> 599.503025,WT_200_vs_WT_Veh,-0.302,0.055574981,0.333449884
PE 36:4,740.523025 -> 599.503025,RDH12_100_vs_WT_100,0.0292,0.843487128,0.932814887
PE 36:4,740.523025 -> 599.503025,RDH12_100_vs_RDH12_Veh,-0.0473,0.749244425,0.981017338
PE 36:4,740.523025 -> 599.503025,RDH12_200_vs_WT_200,0.199,0.191763741,0.355850242
PE 36:4,740.523025 -> 599.503025,RDH12_200_vs_RDH12_100,-0.196,0.198297847,0.783852927
PE 36:4,740.523025 -> 599.503025,RDH12_200_vs_RDH12_Veh,-0.243,0.115614053,0.400202492
PE 36:4,740.523025 -> 599.503025,RDH12_Veh_vs_WT_Veh,0.14,0.352099904,0.580371545
PE 36:5,738.564855 -> 597.49,WT_100_vs_WT_Veh,-0.183,0.121428937,0.515877782
PE 36:5,738.564855 -> 597.49,WT_200_vs_WT_100,0.141,0.223721908,0.50974612
PE 36:5,738.564855 -> 597.49,WT_200_vs_WT_Veh,-0.0416,0.713563287,0.970284575
PE 36:5,738.564855 -> 597.49,RDH12_100_vs_WT_100,-0.0815,0.475257846,0.755786667
PE 36:5,738.564855 -> 597.49,RDH12_100_vs_RDH12_Veh,-0.0359,0.751263202,0.981017338
PE 36:5,738.564855 -> 597.49,RDH12_200_vs_WT_200,-0.189,0.110422827,0.250885797
PE 36:5,738.564855 -> 597.49,RDH12_200_vs_RDH12_100,0.0337,0.765789851,0.995250349
PE 36:5,738.564855 -> 597.49,RDH12_200_vs_RDH12_Veh,-0.00217,0.984693962,0.996488861
PE 36:5,738.564855 -> 597.49,RDH12_Veh_vs_WT_Veh,-0.228,0.058382971,0.214468057
PE 36:7,734.606325 -> 593.586325,WT_100_vs_WT_Veh,0.089,0.38990006,0.735059849
PE 36:7,734.606325 -> 593.586325,WT_200_vs_WT_100,-0.0213,0.835174098,0.963622707
PE 36:7,734.606325 -> 593.586325,WT_200_vs_WT_Veh,0.0677,0.510589909,0.881520371
PE 36:7,734.606325 -> 593.586325,RDH12_100_vs_WT_100,-0.185,0.08652208,0.389349362
PE 36:7,734.606325 -> 593.586325,RDH12_100_vs_RDH12_Veh,-0.0388,0.704557644,0.976005797
PE 36:7,734.606325 -> 593.586325,RDH12_200_vs_WT_200,-0.0311,0.760703114,0.87015312
PE 36:7,734.606325 -> 593.586325,RDH12_200_vs_RDH12_100,0.132,0.208311027,0.783852927
PE 36:7,734.606325 -> 593.586325,RDH12_200_vs_RDH12_Veh,0.0934,0.367460893,0.679804316
PE 36:7,734.606325 -> 593.586325,RDH12_Veh_vs_WT_Veh,-0.0568,0.579955779,0.749017202
PE 38:0,776.653325 -> 635.633325,WT_100_vs_WT_Veh,-0.249,0.012331097,0.211390239
PE 38:0,776.653325 -> 635.633325,WT_200_vs_WT_100,0.163,0.081261001,0.365674504
PE 38:0,776.653325 -> 635.633325,WT_200_vs_WT_Veh,-0.0858,0.341189786,0.796653647
PE 38:0,776.653325 -> 635.633325,RDH12_100_vs_WT_100,-0.0496,0.577677175,0.835195916
PE 38:0,776.653325 -> 635.633325,RDH12_100_vs_RDH12_Veh,-0.0853,0.343667561,0.953944604
PE 38:0,776.653325 -> 635.633325,RDH12_200_vs_WT_200,0.0169,0.849237442,0.901845071
PE 38:0,776.653325 -> 635.633325,RDH12_200_vs_RDH12_100,0.23,0.01911985,0.497266208
PE 38:0,776.653325 -> 635.633325,RDH12_200_vs_RDH12_Veh,0.145,0.118780345,0.405984824
PE 38:0,776.653325 -> 635.633325,RDH12_Veh_vs_WT_Veh,-0.213,0.02763866,0.145196808
PE 38:1,774.637625 -> 633.617625,WT_100_vs_WT_Veh,0.119,0.236717172,0.608763474
PE 38:1,774.637625 -> 633.617625,WT_200_vs_WT_100,-0.0205,0.834202643,0.963622707
PE 38:1,774.637625 -> 633.617625,WT_200_vs_WT_Veh,0.0981,0.323863185,0.776927526
PE 38:1,774.637625 -> 633.617625,RDH12_100_vs_WT_100,0.0851,0.39021526,0.696086676
PE 38:1,774.637625 -> 633.617625,RDH12_100_vs_RDH12_Veh,0.128,0.20216091,0.953944604
PE 38:1,774.637625 -> 633.617625,RDH12_200_vs_WT_200,0.115,0.249235407,0.431368974
PE 38:1,774.637625 -> 633.617625,RDH12_200_vs_RDH12_100,0.00977,0.920441025,0.998456697
PE 38:1,774.637625 -> 633.617625,RDH12_200_vs_RDH12_Veh,0.138,0.17180218,0.472128128
PE 38:1,774.637625 -> 633.617625,RDH12_Veh_vs_WT_Veh,0.0754,0.445611671,0.646855651
PE 38:2,772.622025 -> 631.602025,WT_100_vs_WT_Veh,0.243,0.095395217,0.485233808
PE 38:2,772.622025 -> 631.602025,WT_200_vs_WT_100,-0.175,0.217968234,0.509152119
PE 38:2,772.622025 -> 631.602025,WT_200_vs_WT_Veh,0.0675,0.627167436,0.934913704
PE 38:2,772.622025 -> 631.602025,RDH12_100_vs_WT_100,-0.222,0.123824589,0.441354972
PE 38:2,772.622025 -> 631.602025,RDH12_100_vs_RDH12_Veh,-0.195,0.173649977,0.953944604
PE 38:2,772.622025 -> 631.602025,RDH12_200_vs_WT_200,0.124,0.375827339,0.56278337
PE 38:2,772.622025 -> 631.602025,RDH12_200_vs_RDH12_100,0.171,0.227683557,0.7859368
PE 38:2,772.622025 -> 631.602025,RDH12_200_vs_RDH12_Veh,-0.0233,0.866331855,0.936574979
PE 38:2,772.622025 -> 631.602025,RDH12_Veh_vs_WT_Veh,0.215,0.135450252,0.338625631
PE 38:3,770.570025 -> 629.550025,WT_100_vs_WT_Veh,0.207,0.137527744,0.516053985
PE 38:3,770.570025 -> 629.550025,WT_200_vs_WT_100,-0.0691,0.607584706,0.850933169
PE 38:3,770.570025 -> 629.550025,WT_200_vs_WT_Veh,0.138,0.312118308,0.766489951
PE 38:3,770.570025 -> 629.550025,RDH12_100_vs_WT_100,0.0841,0.532916125,0.799374187
PE 38:3,770.570025 -> 629.550025,RDH12_100_vs_RDH12_Veh,-0.00387,0.976933782,0.990702036
PE 38:3,770.570025 -> 629.550025,RDH12_200_vs_WT_200,0.23,0.101961944,0.236814837
PE 38:3,770.570025 -> 629.550025,RDH12_200_vs_RDH12_100,0.0767,0.569047262,0.959131414
PE 38:3,770.570025 -> 629.550025,RDH12_200_vs_RDH12_Veh,0.0728,0.588497549,0.805547976
PE 38:3,770.570025 -> 629.550025,RDH12_Veh_vs_WT_Veh,0.295,0.041264247,0.180052387
